sep=,
Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3,
803819,11,2019-08-27,10:13:27,Soil,,11,No,,,PPM,,,,3366,131,,,,953,25,,,,5211,22,,,,278,5,,,,2,1,,,,-3,0,,,,-13,0,,,,31,1,,,,25,2,,,,-14,1,,,,-13,1,,,,-4,0,,,,28,1,,,,-1,0,,,,-2,0,,,,7,0,,,,5,1,,,,-1,1,,,,-1,1,,,,0,0,,,,-1,1,,,,-1,1,,,,-1,2,,,,-24,3,,,,-3,3,,,,15,8,,,,-9,17,,,,25,34,,,,-22,43,,,,210,93,,,,-6,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-4,1,,,,-2,1,10.0,30,30,30,
803819,12,2019-08-27,10:16:18,Soil,,12,No,,,PPM,,,,4219,140,,,,938,24,,,,4925,21,,,,339,5,,,,5,1,,,,-2,0,,,,-15,0,,,,34,1,,,,37,2,,,,-13,1,,,,-13,1,,,,-1,1,,,,19,1,,,,-1,0,,,,-1,0,,,,10,0,,,,6,1,,,,-0,1,,,,-0,1,,,,-1,0,,,,0,1,,,,0,1,,,,-2,2,,,,-22,3,,,,-7,3,,,,20,8,,,,-4,17,,,,22,34,,,,-45,43,,,,-60,93,,,,-6,6,,,,-13,1,,,,-5,0,,,,-1,0,,,,-17,1,,,,-3,1,,,,2,2,11.0,30,30,30,
803819,13,2019-08-27,10:18:49,Soil,,13,No,,,PPM,,,,2379,112,,,,849,23,,,,3995,18,,,,240,5,,,,6,1,,,,-2,0,,,,-14,0,,,,41,1,,,,24,2,,,,-13,1,,,,-12,1,,,,-6,0,,,,11,0,,,,-1,0,,,,-2,0,,,,9,0,,,,2,1,,,,-1,1,,,,0,1,,,,-0,0,,,,-0,1,,,,1,1,,,,1,2,,,,-26,3,,,,-5,3,,,,17,8,,,,-17,17,,,,-34,33,,,,-77,43,,,,-8,91,,,,-3,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-4,1,,,,-1,1,12.0,30,30,30,
803819,14,2019-08-27,10:21:11,Soil,,14,No,,,PPM,,,,3711,133,,,,808,23,,,,4862,21,,,,277,5,,,,3,1,,,,-2,0,,,,-14,0,,,,44,1,,,,18,2,,,,-15,1,,,,-12,1,,,,-4,0,,,,16,1,,,,-2,0,,,,-2,0,,,,6,0,,,,8,1,,,,-1,1,,,,0,1,,,,-0,0,,,,0,1,,,,1,1,,,,-0,2,,,,-31,3,,,,-10,3,,,,24,8,,,,-36,17,,,,-51,34,,,,-39,43,,,,16,92,,,,-13,5,,,,-13,1,,,,-5,0,,,,-1,0,,,,-19,1,,,,-6,1,,,,2,2,13.0,30,30,30,
803819,15,2019-08-27,10:23:36,Soil,,15,No,,,PPM,,,,2783,121,,,,794,23,,,,4140,19,,,,271,5,,,,5,1,,,,-3,0,,,,-13,0,,,,20,1,,,,21,2,,,,-14,1,,,,-12,1,,,,-3,1,,,,19,1,,,,-1,0,,,,-2,0,,,,6,0,,,,2,1,,,,-0,1,,,,-0,1,,,,1,0,,,,1,1,,,,-0,1,,,,-1,2,,,,-20,3,,,,-4,3,,,,12,8,,,,20,17,,,,-20,34,,,,-68,43,,,,1,93,,,,-10,6,,,,-11,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-5,1,,,,-2,1,14.0,30,30,30,
803819,16,2019-08-27,10:26:09,Soil,,16,No,,,PPM,,,,3672,132,,,,979,24,,,,4823,20,,,,310,5,,,,4,1,,,,-2,0,,,,-14,0,,,,51,1,,,,33,2,,,,-14,1,,,,-12,1,,,,-5,0,,,,19,1,,,,-1,0,,,,-1,0,,,,13,0,,,,5,1,,,,-1,1,,,,-1,1,,,,0,0,,,,-2,1,,,,-2,1,,,,-1,2,,,,-30,3,,,,-7,3,,,,31,8,,,,-5,16,,,,5,33,,,,32,42,,,,-34,91,,,,-6,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-1,1,,,,-3,1,15.0,30,30,30,
803819,17,2019-08-27,10:29:49,Soil,,17,No,,,PPM,,,,3686,133,,,,874,23,,,,4263,19,,,,325,5,,,,2,1,,,,-3,0,,,,-14,0,,,,53,1,,,,38,2,,,,-14,1,,,,-12,1,,,,0,1,,,,19,1,,,,-1,0,,,,-2,0,,,,8,0,,,,3,1,,,,-1,1,,,,-2,1,,,,-1,0,,,,-1,1,,,,2,1,,,,-1,2,,,,-22,3,,,,-0,3,,,,11,8,,,,-3,17,,,,-20,34,,,,6,43,,,,265,92,,,,-7,6,,,,-11,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-3,1,,,,0,2,16.0,30,30,30,
803819,18,2019-08-27,10:32:39,Soil,,18,No,,,PPM,,,,2708,120,,,,804,23,,,,5835,23,,,,389,6,,,,5,1,,,,-2,0,,,,-15,0,,,,31,1,,,,25,2,,,,-14,1,,,,-12,1,,,,-1,1,,,,20,1,,,,-1,0,,,,-2,0,,,,4,0,,,,5,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-0,1,,,,-1,1,,,,-2,2,,,,-22,3,,,,-2,3,,,,17,8,,,,-39,17,,,,70,33,,,,-66,42,,,,-88,91,,,,-3,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-3,1,,,,-0,1,17.0,30,30,30,
803819,19,2019-08-27,10:34:44,Soil,,19,No,,,PPM,,,,2349,116,,,,768,23,,,,4717,21,,,,327,5,,,,4,1,,,,-2,0,,,,-13,0,,,,12,1,,,,22,2,,,,-13,1,,,,-12,1,,,,-2,1,,,,28,1,,,,-1,0,,,,-2,0,,,,7,0,,,,7,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-0,1,,,,-1,1,,,,1,2,,,,-29,3,,,,-6,3,,,,18,8,,,,-8,17,,,,-18,34,,,,-21,43,,,,94,93,,,,-8,6,,,,-11,1,,,,-5,0,,,,-1,0,,,,-17,1,,,,-2,1,,,,-1,1,18.0,30,30,30,
803819,20,2019-08-27,10:37:14,Soil,,20,No,,,PPM,,,,3754,134,,,,835,23,,,,5026,21,,,,281,5,,,,4,1,,,,-2,0,,,,-13,0,,,,33,1,,,,27,2,,,,-13,1,,,,-11,1,,,,-1,1,,,,24,1,,,,-1,0,,,,-2,0,,,,8,0,,,,5,1,,,,-1,1,,,,-1,1,,,,0,0,,,,-2,1,,,,-0,1,,,,-2,2,,,,-24,3,,,,-7,3,,,,36,8,,,,-31,17,,,,-10,33,,,,-43,42,,,,-52,91,,,,1,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-3,1,,,,-1,1,19.0,30,30,30,
803819,21,2019-08-27,10:39:35,Soil,,21,No,,,PPM,,,,3548,131,,,,1002,25,,,,4372,20,,,,215,5,,,,4,1,,,,-2,0,,,,-14,0,,,,39,1,,,,28,2,,,,-13,1,,,,-12,1,,,,-5,0,,,,21,1,,,,-1,0,,,,-2,0,,,,10,0,,,,5,1,,,,-1,1,,,,-1,1,,,,-0,0,,,,-2,1,,,,-1,1,,,,-0,2,,,,-30,3,,,,-5,3,,,,13,8,,,,-6,17,,,,29,34,,,,-80,43,,,,234,93,,,,-5,6,,,,-11,1,,,,-5,0,,,,-2,0,,,,-19,1,,,,-4,1,,,,0,2,20.0,30,30,30,
803819,22,2019-08-27,10:41:45,Soil,,22,No,,,PPM,,,,3327,128,,,,874,23,,,,4731,20,,,,277,5,,,,1,1,,,,-3,0,,,,-15,0,,,,54,1,,,,43,2,,,,-14,1,,,,-13,1,,,,-6,0,,,,15,1,,,,-1,0,,,,-2,0,,,,14,0,,,,3,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-1,1,,,,-1,1,,,,-1,2,,,,-23,3,,,,1,3,,,,12,8,,,,-1,17,,,,23,34,,,,-40,43,,,,-18,92,,,,0,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-20,1,,,,-2,1,,,,-1,1,21.0,30,30,30,
803819,23,2019-08-27,10:43:49,Soil,,23,No,,,PPM,,,,4289,140,,,,747,22,,,,5445,22,,,,298,5,,,,2,1,,,,-3,0,,,,-14,0,,,,43,1,,,,16,2,,,,-13,1,,,,-12,1,,,,-5,0,,,,17,1,,,,-1,0,,,,-2,0,,,,5,0,,,,2,1,,,,1,1,,,,-0,1,,,,-1,0,,,,-2,1,,,,-0,1,,,,-0,2,,,,-26,3,,,,-4,3,,,,16,8,,,,7,17,,,,28,34,,,,-10,43,,,,71,92,,,,-8,6,,,,-13,1,,,,-4,0,,,,-3,0,,,,-16,1,,,,-2,1,,,,-3,1,22.0,30,30,30,
803819,24,2019-08-27,10:46:13,Soil,,24,No,,,PPM,,,,2471,118,,,,1034,25,,,,3930,18,,,,413,5,,,,3,1,,,,-2,0,,,,-13,0,,,,32,1,,,,41,2,,,,-14,1,,,,-12,1,,,,1,1,,,,21,1,,,,-1,0,,,,-2,0,,,,13,0,,,,7,1,,,,-2,1,,,,-1,1,,,,-2,0,,,,-2,1,,,,-0,1,,,,2,2,,,,-26,3,,,,-10,3,,,,29,8,,,,-32,17,,,,60,34,,,,-125,43,,,,156,92,,,,-2,6,,,,-10,1,,,,-4,0,,,,-2,0,,,,-19,1,,,,-2,1,,,,1,2,23.0,30,30,30,
803819,25,2019-08-27,10:48:40,Soil,,25,No,,,PPM,,,,2810,119,,,,799,22,,,,4142,19,,,,241,5,,,,3,1,,,,-2,0,,,,-15,0,,,,17,1,,,,26,2,,,,-14,1,,,,-12,1,,,,-1,1,,,,11,0,,,,-1,0,,,,-2,0,,,,11,0,,,,4,1,,,,-2,1,,,,-0,1,,,,0,0,,,,-1,1,,,,-2,1,,,,2,2,,,,-23,3,,,,-2,3,,,,28,8,,,,0,17,,,,-47,33,,,,-96,42,,,,13,91,,,,-15,5,,,,-13,1,,,,-5,0,,,,-2,0,,,,-18,1,,,,-3,1,,,,-3,1,24.0,30,30,30,
803819,26,2019-08-27,10:51:12,Soil,,26,No,,,PPM,,,,4038,138,,,,990,25,,,,5718,23,,,,313,5,,,,3,1,,,,-3,0,,,,-14,0,,,,72,1,,,,36,2,,,,-13,1,,,,-12,1,,,,-5,0,,,,22,1,,,,-1,0,,,,-2,0,,,,14,0,,,,4,1,,,,-2,1,,,,-2,1,,,,-0,0,,,,-4,1,,,,-0,1,,,,1,2,,,,-16,3,,,,1,3,,,,29,8,,,,-6,17,,,,-4,34,,,,-63,43,,,,48,92,,,,-14,5,,,,-12,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,0,1,,,,0,2,25.0,30,30,30,
803819,27,2019-08-27,10:53:24,Soil,,27,No,,,PPM,,,,3056,122,,,,786,22,,,,4347,19,,,,269,5,,,,5,1,,,,-3,0,,,,-14,0,,,,25,1,,,,15,2,,,,-13,1,,,,-11,1,,,,-1,1,,,,23,1,,,,-1,0,,,,-2,0,,,,4,0,,,,2,1,,,,0,1,,,,-0,1,,,,0,0,,,,-1,1,,,,-2,1,,,,-0,2,,,,-26,3,,,,-5,3,,,,-3,8,,,,-39,16,,,,-18,33,,,,-86,42,,,,-39,89,,,,-3,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-3,1,,,,-1,1,26.0,30,30,30,
803819,28,2019-08-27,10:55:37,Soil,,28,No,,,PPM,,,,3481,128,,,,690,21,,,,4512,19,,,,293,5,,,,7,1,,,,-2,0,,,,-15,0,,,,30,1,,,,20,2,,,,-14,1,,,,-12,1,,,,-4,0,,,,12,0,,,,-1,0,,,,-2,0,,,,4,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-3,1,,,,-1,1,,,,-1,2,,,,-29,3,,,,1,3,,,,17,8,,,,-9,16,,,,0,33,,,,-83,42,,,,144,90,,,,-8,5,,,,-11,1,,,,-4,0,,,,-2,0,,,,-16,1,,,,-2,1,,,,1,1,27.0,30,30,30,
803819,29,2019-08-27,10:57:45,Soil,,29,No,,,PPM,,,,3163,125,,,,900,23,,,,4896,21,,,,324,5,,,,5,1,,,,-2,0,,,,-14,0,,,,47,1,,,,29,2,,,,-14,1,,,,-11,1,,,,-1,1,,,,21,1,,,,-1,0,,,,-2,0,,,,10,0,,,,5,1,,,,-0,1,,,,-2,1,,,,-0,0,,,,-1,1,,,,-1,1,,,,-3,2,,,,-26,3,,,,-0,3,,,,10,8,,,,-14,16,,,,-20,33,,,,-37,41,,,,-29,89,,,,-7,5,,,,-13,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-1,1,,,,-1,1,28.0,30,30,30,
803819,30,2019-08-27,10:59:50,Soil,,30,No,,,PPM,,,,3424,128,,,,977,24,,,,4416,19,,,,214,5,,,,6,1,,,,-2,0,,,,-14,0,,,,57,1,,,,40,2,,,,-14,1,,,,-12,1,,,,-7,0,,,,18,1,,,,-1,0,,,,-2,0,,,,9,0,,,,5,1,,,,-1,1,,,,-1,1,,,,0,0,,,,-2,1,,,,-2,1,,,,-2,2,,,,-21,3,,,,-1,3,,,,11,8,,,,5,16,,,,-46,33,,,,-39,42,,,,74,91,,,,5,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-16,1,,,,-4,1,,,,-1,1,29.0,30,30,30,
803819,31,2019-08-27,11:02:30,Soil,,31,No,,,PPM,,,,3522,132,,,,1128,26,,,,5051,21,,,,349,5,,,,9,1,,,,-2,0,,,,-14,0,,,,78,1,,,,30,2,,,,-13,1,,,,-11,1,,,,-2,1,,,,36,1,,,,-1,0,,,,-2,0,,,,8,0,,,,6,1,,,,-2,1,,,,-0,1,,,,-0,0,,,,-2,1,,,,-2,1,,,,-2,2,,,,-28,3,,,,-7,3,,,,14,8,,,,-19,17,,,,-15,34,,,,-90,42,,,,182,92,,,,-9,6,,,,-12,1,,,,-4,0,,,,-1,0,,,,-18,1,,,,-5,1,,,,-1,1,30.0,30,30,30,
803819,32,2019-08-27,11:04:46,Soil,,32,No,,,PPM,,,,3940,136,,,,850,23,,,,5145,21,,,,255,5,,,,7,1,,,,-3,0,,,,-15,0,,,,27,1,,,,20,2,,,,-14,1,,,,-12,1,,,,-4,0,,,,15,1,,,,-1,0,,,,-2,0,,,,6,0,,,,3,1,,,,-1,1,,,,-2,1,,,,-1,0,,,,-3,1,,,,-1,1,,,,2,2,,,,-28,3,,,,-2,3,,,,11,8,,,,1,16,,,,19,33,,,,5,42,,,,-11,90,,,,0,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-1,1,,,,3,2,31.0,30,30,30,
803819,33,2019-08-27,11:06:54,Soil,,33,No,,,PPM,,,,3131,123,,,,967,24,,,,4805,20,,,,249,5,,,,2,1,,,,-3,0,,,,-15,0,,,,43,1,,,,34,2,,,,-15,1,,,,-12,1,,,,-5,0,,,,15,1,,,,-1,0,,,,-2,0,,,,12,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-1,1,,,,-2,1,,,,1,2,,,,-27,3,,,,-5,3,,,,18,8,,,,-17,16,,,,-41,33,,,,24,41,,,,66,89,,,,-12,5,,,,-12,1,,,,-4,0,,,,-2,0,,,,-16,1,,,,-4,1,,,,-1,1,32.0,30,30,30,
