sep=,
Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3,
803819,17,2019-09-09,15:42:10,Soil,,17,No,,,PPM,,,,3695,132,,,,882,23,,,,4301,19,,,,322,5,,,,2,1,,,,-2,0,,,,-15,0,,,,56,1,,,,38,2,,,,-14,1,,,,-12,1,,,,1,1,,,,21,1,,,,-1,0,,,,-2,0,,,,8,0,,,,4,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,-1,1,,,,-3,1,,,,-0,2,,,,-25,3,,,,-5,3,,,,17,8,,,,-39,16,,,,24,33,,,,-38,42,,,,127,90,,,,-7,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-4,1,,,,0,1,16.0,30,30,30,
803819,18,2019-09-09,15:43:59,Soil,,18,No,,,PPM,,,,2455,116,,,,776,23,,,,4805,21,,,,325,5,,,,3,1,,,,-2,0,,,,-13,0,,,,11,1,,,,20,2,,,,-12,1,,,,-12,1,,,,-1,1,,,,28,1,,,,-1,0,,,,-2,0,,,,6,0,,,,8,1,,,,-1,1,,,,-1,1,,,,0,0,,,,-2,1,,,,-1,1,,,,0,2,,,,-25,3,,,,-2,3,,,,8,8,,,,-11,17,,,,34,34,,,,-25,43,,,,26,93,,,,-17,5,,,,-12,1,,,,-5,0,,,,-1,0,,,,-18,1,,,,-3,1,,,,-2,1,17.0,30,30,30,
803819,19,2019-09-09,15:45:46,Soil,,19,No,,,PPM,,,,3702,133,,,,830,23,,,,5062,21,,,,287,5,,,,3,1,,,,-2,0,,,,-15,0,,,,31,1,,,,29,2,,,,-12,1,,,,-12,1,,,,-1,1,,,,26,1,,,,-1,0,,,,-2,0,,,,8,0,,,,4,1,,,,0,1,,,,-0,1,,,,-0,0,,,,-3,1,,,,-2,1,,,,-1,2,,,,-26,3,,,,-5,3,,,,20,8,,,,31,17,,,,-37,33,,,,-71,42,,,,-12,91,,,,-16,5,,,,-12,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-4,1,,,,-2,1,18.0,30,30,30,
803819,20,2019-09-09,15:47:40,Soil,,20,No,,,PPM,,,,3785,135,,,,990,25,,,,4509,20,,,,226,5,,,,2,1,,,,-3,0,,,,-15,0,,,,38,1,,,,28,2,,,,-13,1,,,,-12,1,,,,-6,0,,,,21,1,,,,-1,0,,,,-2,0,,,,10,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,-1,1,,,,0,1,,,,-0,2,,,,-21,3,,,,-6,3,,,,14,8,,,,-43,17,,,,-18,34,,,,25,43,,,,-62,93,,,,-10,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-19,1,,,,-4,1,,,,-2,1,19.0,30,30,30,
803819,21,2019-09-09,15:49:29,Soil,,21,No,,,PPM,,,,3078,125,,,,814,23,,,,4950,21,,,,248,5,,,,1,1,,,,-3,0,,,,-17,0,,,,35,1,,,,30,2,,,,-14,1,,,,-12,1,,,,-6,0,,,,12,1,,,,-1,0,,,,-2,0,,,,13,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,-2,1,,,,-2,1,,,,-1,2,,,,-26,3,,,,-3,3,,,,7,8,,,,-45,17,,,,14,34,,,,56,43,,,,7,92,,,,-18,5,,,,-13,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-5,1,,,,-1,2,20.0,30,30,30,
803819,22,2019-09-09,15:51:19,Soil,,22,No,,,PPM,,,,1314,467,,,,1359,76,,,,26374,124,,,,23902,101,,,,2997,17,,,,86,2,,,,54,2,,,,667,5,,,,28008,105,,,,-44,17,,,,25,2,,,,139,3,,,,412,4,,,,113,5,,,,2,1,,,,122,1,,,,226,5,,,,32,3,,,,252,5,,,,15,1,,,,5,2,,,,4,2,,,,48,2,,,,11,4,,,,35,4,,,,511,13,,,,-4,23,,,,162,48,,,,-300,63,,,,-366,138,,,,0,11,,,,12,3,,,,11,2,,,,1413,7,,,,-1,2,,,,14,3,,,,2,3,21.0,30,30,30,
803819,23,2019-09-09,15:53:17,Soil,,23,No,,,PPM,,,,4184,140,,,,797,23,,,,5363,22,,,,289,5,,,,1,1,,,,-3,0,,,,-15,0,,,,43,1,,,,23,2,,,,-13,1,,,,-13,1,,,,-4,0,,,,19,1,,,,-1,0,,,,-2,0,,,,5,0,,,,3,1,,,,0,1,,,,-0,1,,,,0,0,,,,-1,1,,,,-1,1,,,,-1,2,,,,-27,3,,,,0,3,,,,4,8,,,,1,17,,,,69,34,,,,-47,43,,,,-22,92,,,,-5,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-4,1,,,,-1,1,22.0,30,30,30,
803819,24,2019-09-09,15:55:05,Soil,,24,No,,,PPM,,,,2484,117,,,,967,24,,,,4219,19,,,,427,5,,,,3,1,,,,-2,0,,,,-13,0,,,,31,1,,,,43,2,,,,-13,1,,,,-12,1,,,,-0,1,,,,20,1,,,,-1,0,,,,-2,0,,,,13,0,,,,7,1,,,,-1,1,,,,-2,1,,,,-0,1,,,,-1,1,,,,-1,1,,,,0,2,,,,-26,3,,,,-3,3,,,,26,8,,,,-21,17,,,,-2,34,,,,-101,44,,,,3,94,,,,-10,6,,,,-11,1,,,,-5,0,,,,-1,0,,,,-17,1,,,,-1,2,,,,2,2,23.0,30,30,30,
803819,25,2019-09-09,15:56:54,Soil,,25,No,,,PPM,,,,2866,120,,,,827,23,,,,4529,20,,,,238,5,,,,3,1,,,,-3,0,,,,-14,0,,,,16,1,,,,28,2,,,,-14,1,,,,-13,1,,,,-1,1,,,,11,0,,,,-1,0,,,,-2,0,,,,11,0,,,,3,1,,,,-1,1,,,,-1,1,,,,-0,0,,,,-1,1,,,,-2,1,,,,-1,2,,,,-21,3,,,,0,3,,,,17,8,,,,-11,16,,,,16,33,,,,-79,42,,,,110,90,,,,-3,6,,,,-11,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-0,1,,,,-2,1,24.0,30,30,30,
803819,26,2019-09-09,15:58:45,Soil,,26,No,,,PPM,,,,3739,136,,,,967,25,,,,5615,23,,,,314,5,,,,4,1,,,,-3,0,,,,-14,0,,,,68,1,,,,37,2,,,,-13,1,,,,-12,1,,,,-5,0,,,,21,1,,,,-1,0,,,,-2,0,,,,14,0,,,,5,1,,,,-0,1,,,,-1,1,,,,-0,0,,,,-1,1,,,,-2,1,,,,-0,2,,,,-28,3,,,,-8,3,,,,17,8,,,,-11,17,,,,-43,33,,,,-117,42,,,,-3,91,,,,-13,5,,,,-11,1,,,,-4,0,,,,-2,0,,,,-19,1,,,,-3,1,,,,-4,1,25.0,30,30,30,
803819,27,2019-09-09,16:00:34,Soil,,27,No,,,PPM,,,,3016,122,,,,797,22,,,,4181,19,,,,243,5,,,,6,1,,,,-3,0,,,,-15,0,,,,22,1,,,,14,2,,,,-14,1,,,,-12,1,,,,0,1,,,,22,1,,,,-1,0,,,,-2,0,,,,4,0,,,,2,1,,,,-0,1,,,,-0,1,,,,0,0,,,,0,1,,,,-2,1,,,,-2,2,,,,-23,3,,,,-6,3,,,,14,8,,,,8,16,,,,33,33,,,,7,42,,,,92,90,,,,-6,6,,,,-12,1,,,,-4,0,,,,-1,0,,,,-18,1,,,,-3,1,,,,-0,1,26.0,30,30,30,
803819,28,2019-09-09,16:02:24,Soil,,28,No,,,PPM,,,,3866,134,,,,708,22,,,,4920,21,,,,310,5,,,,7,1,,,,-3,0,,,,-15,0,,,,29,1,,,,15,2,,,,-13,1,,,,-11,1,,,,-4,0,,,,13,1,,,,-1,0,,,,-2,0,,,,4,0,,,,4,1,,,,-0,1,,,,-0,1,,,,-1,0,,,,-0,1,,,,1,1,,,,-3,2,,,,-30,3,,,,-2,3,,,,19,8,,,,-1,16,,,,-17,33,,,,-35,42,,,,-106,90,,,,-3,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-17,1,,,,-1,1,,,,-1,1,27.0,30,30,30,
803819,29,2019-09-09,16:04:12,Soil,,29,No,,,PPM,,,,3192,126,,,,895,24,,,,5050,21,,,,318,5,,,,5,1,,,,-3,0,,,,-16,0,,,,38,1,,,,24,2,,,,-14,1,,,,-11,1,,,,-1,1,,,,19,1,,,,-1,0,,,,-2,0,,,,10,0,,,,7,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,2,1,,,,-4,1,,,,-3,2,,,,-23,3,,,,0,3,,,,7,8,,,,-44,17,,,,-26,33,,,,-7,42,,,,31,91,,,,-2,6,,,,-11,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-3,1,,,,-2,1,28.0,30,30,30,
803819,30,2019-09-09,16:06:00,Soil,,30,No,,,PPM,,,,3691,133,,,,995,25,,,,4728,20,,,,227,5,,,,6,1,,,,-3,0,,,,-14,0,,,,57,1,,,,43,2,,,,-13,1,,,,-12,1,,,,-6,0,,,,19,1,,,,-1,0,,,,-2,0,,,,9,0,,,,3,1,,,,-1,1,,,,-0,1,,,,-1,0,,,,-1,1,,,,-1,1,,,,1,2,,,,-26,3,,,,0,3,,,,13,8,,,,-18,17,,,,-29,33,,,,-5,42,,,,49,91,,,,-11,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-19,1,,,,-4,1,,,,2,2,29.0,30,30,30,
803819,31,2019-09-09,16:07:48,Soil,,31,No,,,PPM,,,,3071,124,,,,1075,25,,,,4924,21,,,,344,5,,,,9,1,,,,-2,0,,,,-15,0,,,,78,1,,,,32,2,,,,-14,1,,,,-12,1,,,,-3,1,,,,37,1,,,,-1,0,,,,-2,0,,,,8,0,,,,4,1,,,,-1,1,,,,-0,1,,,,-0,0,,,,0,1,,,,-0,1,,,,1,2,,,,-24,3,,,,-4,3,,,,19,8,,,,5,17,,,,43,34,,,,14,42,,,,87,92,,,,-6,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-3,1,,,,-4,1,30.0,30,30,30,
803819,32,2019-09-09,16:09:36,Soil,,32,No,,,PPM,,,,3640,131,,,,847,23,,,,4976,21,,,,240,5,,,,4,1,,,,-2,0,,,,-15,0,,,,29,1,,,,22,2,,,,-12,1,,,,-11,1,,,,-3,1,,,,16,1,,,,-1,0,,,,-2,0,,,,6,0,,,,3,1,,,,0,1,,,,0,1,,,,-1,0,,,,-1,1,,,,1,1,,,,1,2,,,,-29,3,,,,-3,3,,,,24,8,,,,-17,16,,,,-15,33,,,,-58,42,,,,-83,90,,,,-2,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-16,1,,,,-5,1,,,,0,1,31.0,30,30,30,
803819,33,2019-09-09,16:11:25,Soil,,33,No,,,PPM,,,,3130,122,,,,947,24,,,,4824,20,,,,245,5,,,,3,1,,,,-3,0,,,,-16,0,,,,40,1,,,,33,2,,,,-13,1,,,,-12,1,,,,-4,0,,,,15,1,,,,-1,0,,,,-2,0,,,,12,0,,,,4,1,,,,-1,1,,,,-1,1,,,,-0,0,,,,-0,1,,,,1,1,,,,-1,1,,,,-28,3,,,,-8,3,,,,2,8,,,,-36,16,,,,-5,32,,,,-56,41,,,,121,88,,,,-1,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-2,1,,,,1,1,32.0,30,30,30,
