Instrument Serial Num,Reading_No,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3
803819,31,26/08/2019,13:14:23,Soil,,31,No,,,PPM,,,,905,201,,,,1475,47,,,,45913,144,,,,4066,26,,,,71,2,,,,6,0,,,,13,1,,,,62,1,,,,380,7,,,,-15,2,,,,-4,1,,,,-3,1,,,,0,1,,,,-2,0,,,,-2,0,,,,27,0,,,,47,4,,,,-1,2,,,,3,2,,,,-1,1,,,,2,3,,,,-3,3,,,,1,3,,,,-20,6,,,,3,6,,,,99,15,,,,-78,32,,,,-152,64,,,,-67,82,,,,-271,176,,,,1,15,,,,-7,1,,,,-4,1,,,,1,1,,,,-35,2,,,,-2,4,,,,-2,4,1,30,30,30
803819,32,26/08/2019,13:16:14,Soil,,32,No,,,PPM,,,,316,182,,,,705,36,,,,25191,88,,,,5445,27,,,,42,1,,,,6,0,,,,14,1,,,,59,1,,,,163,5,,,,-13,2,,,,-8,1,,,,-3,1,,,,3,1,,,,-3,0,,,,-3,0,,,,11,0,,,,51,4,,,,-2,2,,,,2,2,,,,-1,1,,,,-1,3,,,,-1,3,,,,1,3,,,,-31,6,,,,-10,6,,,,138,16,,,,-21,33,,,,37,66,,,,-184,85,,,,-169,182,,,,24,17,,,,-8,1,,,,-4,1,,,,2,1,,,,-40,2,,,,0,4,,,,2,5,2,30,30,30
803819,33,26/08/2019,13:18:03,Soil,,33,No,,,PPM,,,,2285,228,,,,2005,53,,,,59752,179,,,,3437,26,,,,32,1,,,,3,0,,,,8,1,,,,60,1,,,,276,6,,,,-14,2,,,,-6,1,,,,-3,1,,,,15,1,,,,-2,0,,,,-2,0,,,,27,0,,,,48,4,,,,1,2,,,,2,2,,,,-1,1,,,,1,3,,,,-6,2,,,,-6,3,,,,-24,6,,,,-10,6,,,,115,15,,,,-3,31,,,,-6,62,,,,-116,79,,,,-353,170,,,,5,14,,,,-8,1,,,,-3,1,,,,1,1,,,,-33,2,,,,-6,4,,,,0,4,3,30,30,30
803819,34,26/08/2019,13:19:51,Soil,,34,No,,,PPM,,,,412,145,,,,853,34,,,,23066,76,,,,2397,17,,,,34,1,,,,3,0,,,,9,1,,,,72,1,,,,147,4,,,,-15,2,,,,-7,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-2,0,,,,9,0,,,,34,3,,,,0,2,,,,0,2,,,,0,1,,,,1,3,,,,-4,2,,,,-5,3,,,,-29,6,,,,-3,6,,,,117,14,,,,-15,29,,,,-68,58,,,,-173,73,,,,203,159,,,,1,13,,,,-10,1,,,,-5,1,,,,1,1,,,,-35,1,,,,3,4,,,,2,4,4,30,30,30
803819,35,26/08/2019,13:21:41,Soil,,35,No,,,PPM,,,,674,175,,,,995,40,,,,38275,123,,,,2280,21,,,,26,1,,,,4,0,,,,14,1,,,,84,1,,,,126,4,,,,-10,2,,,,-7,1,,,,-3,1,,,,-2,1,,,,-1,0,,,,-2,0,,,,21,0,,,,30,3,,,,0,2,,,,1,2,,,,1,1,,,,6,3,,,,1,3,,,,1,3,,,,-15,6,,,,2,6,,,,130,16,,,,-32,32,,,,39,64,,,,-181,81,,,,-7,176,,,,-3,15,,,,-8,1,,,,-4,1,,,,1,1,,,,-39,2,,,,-2,4,,,,3,4,5,30,30,30
803819,36,26/08/2019,13:23:31,Soil,,36,No,,,PPM,,,,729,180,,,,1004,40,,,,31102,105,,,,3031,22,,,,57,2,,,,6,0,,,,21,1,,,,110,1,,,,441,7,,,,-14,2,,,,-3,1,,,,-1,1,,,,0,1,,,,-2,0,,,,-2,0,,,,13,0,,,,34,3,,,,-2,2,,,,8,2,,,,-1,1,,,,-2,3,,,,1,3,,,,1,3,,,,-28,6,,,,-17,6,,,,112,16,,,,-27,33,,,,-24,67,,,,-222,85,,,,231,184,,,,24,17,,,,-6,1,,,,-3,1,,,,1,1,,,,-37,2,,,,-5,4,,,,5,5,6,30,30,30
803819,37,26/08/2019,13:25:23,Soil,,37,No,,,PPM,,,,35,163,,,,650,33,,,,27633,89,,,,4722,24,,,,98,2,,,,15,0,,,,14,1,,,,263,2,,,,286,6,,,,-15,2,,,,-4,1,,,,-3,1,,,,9,1,,,,-2,0,,,,-2,0,,,,21,0,,,,62,4,,,,-2,2,,,,2,2,,,,-1,1,,,,3,3,,,,1,2,,,,2,3,,,,-25,6,,,,-9,6,,,,174,15,,,,-12,30,,,,4,60,,,,-110,76,,,,217,165,,,,7,14,,,,-10,1,,,,-3,1,,,,2,1,,,,-35,1,,,,0,4,,,,1,4,7,30,30,30
803819,38,26/08/2019,13:27:15,Soil,,38,No,,,PPM,,,,881,165,,,,824,35,,,,18443,68,,,,3127,19,,,,43,1,,,,5,0,,,,14,1,,,,64,1,,,,211,5,,,,-15,2,,,,-6,1,,,,-2,1,,,,0,1,,,,-2,0,,,,-3,0,,,,19,0,,,,41,3,,,,-2,2,,,,3,2,,,,1,1,,,,4,3,,,,-6,2,,,,-6,3,,,,-29,6,,,,6,6,,,,106,15,,,,-10,30,,,,90,61,,,,-88,78,,,,95,167,,,,-22,13,,,,-10,1,,,,-4,1,,,,2,1,,,,-38,2,,,,3,4,,,,-5,4,8,30,30,30
803819,39,26/08/2019,13:29:10,Soil,,39,No,,,PPM,,,,781,193,,,,982,40,,,,28346,97,,,,5039,27,,,,45,1,,,,6,0,,,,15,1,,,,66,1,,,,208,5,,,,-16,2,,,,-6,1,,,,-1,1,,,,2,1,,,,-2,0,,,,-2,0,,,,23,0,,,,63,4,,,,-1,2,,,,2,2,,,,0,1,,,,2,3,,,,-2,3,,,,-4,3,,,,-29,6,,,,-15,6,,,,157,17,,,,12,34,,,,64,68,,,,-338,87,,,,-170,187,,,,27,18,,,,-10,1,,,,-4,1,,,,3,1,,,,-40,2,,,,-4,4,,,,-5,4,9,30,30,30
803819,40,26/08/2019,13:31:01,Soil,,40,No,,,PPM,,,,766,174,,,,1213,42,,,,37992,119,,,,2437,20,,,,21,1,,,,3,0,,,,8,1,,,,123,1,,,,91,4,,,,-13,2,,,,-8,1,,,,-3,1,,,,2,1,,,,-2,0,,,,-2,0,,,,26,0,,,,31,3,,,,-4,2,,,,-1,2,,,,1,1,,,,3,3,,,,-1,3,,,,-3,3,,,,-15,6,,,,5,6,,,,124,15,,,,-2,31,,,,179,63,,,,-76,79,,,,-37,171,,,,34,16,,,,-11,1,,,,-3,1,,,,2,1,,,,-34,2,,,,5,4,,,,2,4,10,30,30,30
803819,41,26/08/2019,13:32:49,Soil,,41,No,,,PPM,,,,464,161,,,,580,32,,,,18802,69,,,,3528,21,,,,36,1,,,,6,0,,,,19,1,,,,133,2,,,,205,5,,,,-15,2,,,,-6,1,,,,-3,1,,,,0,1,,,,-3,0,,,,-3,0,,,,9,0,,,,44,4,,,,4,2,,,,-1,2,,,,-2,1,,,,0,3,,,,-7,3,,,,-4,3,,,,-28,6,,,,4,6,,,,99,15,,,,11,32,,,,46,64,,,,-66,82,,,,-66,175,,,,-16,14,,,,-8,1,,,,-4,1,,,,3,1,,,,-42,2,,,,-1,4,,,,-2,4,11,30,30,30
803819,42,26/08/2019,13:34:40,Soil,,42,No,,,PPM,,,,427,146,,,,960,35,,,,21884,74,,,,2352,17,,,,40,1,,,,5,0,,,,16,1,,,,140,1,,,,205,5,,,,-13,2,,,,-3,1,,,,-2,1,,,,2,1,,,,-1,0,,,,-2,0,,,,16,0,,,,41,3,,,,-1,2,,,,4,2,,,,2,1,,,,2,3,,,,3,2,,,,-3,3,,,,-22,6,,,,-2,6,,,,109,14,,,,34,29,,,,127,59,,,,-136,75,,,,-203,164,,,,8,14,,,,-11,1,,,,-4,1,,,,1,1,,,,-42,1,,,,-4,3,,,,-6,3,12,30,30,30
803819,43,26/08/2019,13:36:30,Soil,,43,No,,,PPM,,,,861,199,,,,1153,45,,,,32322,115,,,,3506,25,,,,61,2,,,,10,0,,,,24,1,,,,145,2,,,,194,6,,,,-16,2,,,,-7,1,,,,-1,1,,,,3,1,,,,-3,1,,,,-3,0,,,,15,0,,,,50,4,,,,-1,2,,,,4,2,,,,3,2,,,,-3,4,,,,-4,3,,,,-5,4,,,,-12,7,,,,3,7,,,,191,18,,,,-8,37,,,,20,73,,,,-192,93,,,,102,202,,,,20,19,,,,-6,2,,,,-4,1,,,,3,1,,,,-42,2,,,,-1,5,,,,3,5,13,30,30,30
803819,44,26/08/2019,13:38:19,Soil,,44,No,,,PPM,,,,701,162,,,,1094,39,,,,23875,83,,,,2538,19,,,,36,1,,,,5,0,,,,16,1,,,,49,1,,,,209,5,,,,-15,2,,,,-3,1,,,,-1,1,,,,2,1,,,,-2,0,,,,-2,0,,,,10,0,,,,43,4,,,,1,2,,,,3,2,,,,-1,1,,,,4,3,,,,-1,3,,,,3,3,,,,-21,6,,,,4,6,,,,94,15,,,,15,32,,,,25,64,,,,-14,82,,,,87,176,,,,10,16,,,,-10,1,,,,-3,1,,,,1,1,,,,-42,2,,,,0,4,,,,3,4,14,30,30,30
803819,45,26/08/2019,13:40:09,Soil,,45,No,,,PPM,,,,947,190,,,,858,38,,,,34941,113,,,,3976,24,,,,40,1,,,,6,0,,,,19,1,,,,114,1,,,,275,6,,,,-14,2,,,,-6,1,,,,-1,1,,,,0,1,,,,-2,0,,,,-3,0,,,,13,0,,,,44,4,,,,-2,2,,,,2,2,,,,0,1,,,,3,3,,,,-3,3,,,,-4,3,,,,-15,6,,,,-6,6,,,,117,16,,,,-60,33,,,,58,67,,,,-130,84,,,,-18,182,,,,6,16,,,,-7,1,,,,-4,1,,,,3,1,,,,-41,2,,,,2,4,,,,0,4,15,30,30,30
803819,46,26/08/2019,13:41:58,Soil,,46,No,,,PPM,,,,324,153,,,,650,33,,,,23267,79,,,,2979,19,,,,68,2,,,,9,0,,,,14,1,,,,247,2,,,,233,5,,,,-14,2,,,,-8,1,,,,-2,1,,,,4,1,,,,-2,0,,,,-3,0,,,,17,0,,,,35,3,,,,-1,2,,,,3,2,,,,2,1,,,,3,3,,,,-2,2,,,,-1,3,,,,-34,6,,,,-6,6,,,,127,15,,,,-5,30,,,,-3,61,,,,-132,78,,,,160,168,,,,-6,13,,,,-10,1,,,,-4,1,,,,2,1,,,,-43,2,,,,2,4,,,,0,4,16,30,30,30
803819,47,26/08/2019,13:43:49,Soil,,47,No,,,PPM,,,,981,200,,,,1233,44,,,,39600,129,,,,3992,26,,,,51,2,,,,6,0,,,,15,1,,,,91,1,,,,336,7,,,,-11,2,,,,-4,1,,,,-1,1,,,,1,1,,,,-2,0,,,,-2,0,,,,19,0,,,,27,3,,,,1,2,,,,3,2,,,,2,1,,,,3,3,,,,-5,3,,,,-8,3,,,,-28,6,,,,-9,6,,,,90,16,,,,43,32,,,,56,65,,,,-81,83,,,,-73,181,,,,8,16,,,,-10,1,,,,-4,1,,,,3,1,,,,-39,2,,,,2,4,,,,-4,4,17,30,30,30
803819,48,26/08/2019,13:45:38,Soil,,48,No,,,PPM,,,,1923,474,,,,1197,74,,,,26608,124,,,,24102,101,,,,3037,17,,,,88,2,,,,59,2,,,,678,5,,,,27983,104,,,,-13,17,,,,32,2,,,,137,3,,,,419,4,,,,116,5,,,,2,1,,,,122,1,,,,234,5,,,,33,3,,,,260,5,,,,15,1,,,,3,2,,,,4,2,,,,51,2,,,,16,4,,,,25,4,,,,555,13,,,,43,23,,,,131,48,,,,-364,63,,,,-276,139,,,,50,12,,,,7,3,,,,13,2,,,,1421,7,,,,-3,2,,,,17,3,,,,5,3,18,30,30,30
803819,49,26/08/2019,13:47:29,Soil,,49,No,,,PPM,,,,3102,125,,,,930,24,,,,5559,22,,,,316,5,,,,11,1,,,,-2,0,,,,-15,0,,,,77,1,,,,32,2,,,,-12,1,,,,-12,1,,,,-6,0,,,,16,1,,,,-1,0,,,,-2,0,,,,11,0,,,,3,1,,,,0,1,,,,-1,1,,,,0,0,,,,-1,1,,,,0,1,,,,0,2,,,,-29,3,,,,-8,3,,,,4,8,,,,-17,16,,,,-23,33,,,,-45,41,,,,97,89,,,,-6,6,,,,-13,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-2,1,,,,-1,1,19,30,30,30
803819,50,26/08/2019,13:49:18,Soil,,50,No,,,PPM,,,,2252,111,,,,807,23,,,,4250,19,,,,269,5,,,,4,1,,,,-3,0,,,,-14,0,,,,48,1,,,,27,2,,,,-13,1,,,,-13,1,,,,-6,0,,,,16,1,,,,-1,0,,,,-2,0,,,,7,0,,,,6,1,,,,1,1,,,,0,1,,,,0,0,,,,-1,1,,,,-3,1,,,,-2,2,,,,-30,3,,,,-7,3,,,,11,8,,,,-12,16,,,,35,33,,,,-36,41,,,,-10,89,,,,-6,6,,,,-13,1,,,,-4,0,,,,-1,0,,,,-17,1,,,,-2,1,,,,1,1,20,30,30,30
803819,51,26/08/2019,13:51:09,Soil,,51,No,,,PPM,,,,2807,120,,,,904,24,,,,4986,21,,,,235,5,,,,0,1,,,,-3,0,,,,-14,0,,,,29,1,,,,28,2,,,,-15,1,,,,-12,1,,,,-4,0,,,,22,1,,,,-1,0,,,,-2,0,,,,7,0,,,,3,1,,,,-1,1,,,,-1,1,,,,0,0,,,,0,1,,,,-2,1,,,,-1,2,,,,-25,3,,,,-1,3,,,,11,8,,,,-26,16,,,,-4,33,,,,-40,42,,,,90,91,,,,-2,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-2,1,,,,-1,1,21,30,30,30
803819,52,26/08/2019,13:52:58,Soil,,52,No,,,PPM,,,,2489,115,,,,1023,25,,,,4048,18,,,,280,5,,,,5,1,,,,-2,0,,,,-14,0,,,,46,1,,,,14,2,,,,-14,1,,,,-12,1,,,,-3,0,,,,24,1,,,,-2,0,,,,-2,0,,,,7,0,,,,4,1,,,,0,1,,,,-1,1,,,,0,0,,,,-1,1,,,,-2,1,,,,-1,2,,,,-22,3,,,,-2,3,,,,14,8,,,,-18,16,,,,10,33,,,,16,42,,,,242,89,,,,-15,5,,,,-13,1,,,,-5,0,,,,-1,0,,,,-17,1,,,,-5,1,,,,0,1,22,30,30,30
803819,53,26/08/2019,13:55:06,Soil,,53,No,,,PPM,,,,3044,124,,,,830,23,,,,5165,21,,,,282,5,,,,4,1,,,,-3,0,,,,-15,0,,,,49,1,,,,31,2,,,,-14,1,,,,-12,1,,,,-3,1,,,,18,1,,,,-1,0,,,,-2,0,,,,11,0,,,,4,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-1,1,,,,-3,1,,,,-3,2,,,,-20,3,,,,-6,3,,,,16,8,,,,-6,16,,,,33,33,,,,-33,42,,,,52,90,,,,-7,6,,,,-13,1,,,,-5,0,,,,-2,0,,,,-17,1,,,,-4,1,,,,1,1,23,30,30,30
803819,54,26/08/2019,13:56:55,Soil,,54,No,,,PPM,,,,3159,124,,,,924,24,,,,4393,19,,,,297,5,,,,9,1,,,,-2,0,,,,-15,0,,,,56,1,,,,19,2,,,,-15,1,,,,-11,1,,,,-4,0,,,,27,1,,,,-1,0,,,,-2,0,,,,8,0,,,,7,1,,,,0,1,,,,-1,1,,,,0,0,,,,-2,1,,,,-2,1,,,,-1,1,,,,-27,3,,,,2,3,,,,22,8,,,,-29,16,,,,-65,32,,,,1,41,,,,34,89,,,,-6,5,,,,-12,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-4,1,,,,-2,1,24,30,30,30
803819,55,26/08/2019,13:58:43,Soil,,55,No,,,PPM,,,,2088,109,,,,984,24,,,,3935,18,,,,349,5,,,,4,1,,,,-3,0,,,,-14,0,,,,55,1,,,,21,2,,,,-14,1,,,,-12,1,,,,-2,1,,,,23,1,,,,0,0,,,,-2,0,,,,7,0,,,,7,1,,,,0,1,,,,0,1,,,,-1,0,,,,-2,1,,,,-2,1,,,,-1,2,,,,-27,3,,,,-4,3,,,,29,8,,,,3,16,,,,38,33,,,,-80,41,,,,37,89,,,,0,6,,,,-12,1,,,,-5,0,,,,-3,0,,,,-17,1,,,,-1,1,,,,-2,1,25,30,30,30
803819,56,26/08/2019,14:00:34,Soil,,56,No,,,PPM,,,,2340,113,,,,961,24,,,,3888,18,,,,283,5,,,,8,1,,,,-2,0,,,,-14,0,,,,58,1,,,,16,2,,,,-14,1,,,,-12,1,,,,-4,0,,,,23,1,,,,-1,0,,,,-2,0,,,,6,0,,,,6,1,,,,0,1,,,,-1,1,,,,0,0,,,,-1,1,,,,-1,1,,,,-1,2,,,,-24,3,,,,-3,3,,,,17,8,,,,-20,17,,,,13,34,,,,-55,43,,,,71,92,,,,-10,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-20,1,,,,-3,1,,,,-1,1,26,30,30,30
803819,57,26/08/2019,14:02:23,Soil,,57,No,,,PPM,,,,2854,120,,,,717,22,,,,3863,18,,,,303,5,,,,2,1,,,,-3,0,,,,-15,0,,,,46,1,,,,11,2,,,,-14,1,,,,-12,1,,,,-2,1,,,,22,1,,,,-1,0,,,,-2,0,,,,9,0,,,,5,1,,,,0,1,,,,-1,1,,,,0,0,,,,-3,1,,,,-2,1,,,,0,2,,,,-24,3,,,,-4,3,,,,12,8,,,,-2,16,,,,-23,33,,,,-49,42,,,,-5,90,,,,-15,5,,,,-12,1,,,,-4,0,,,,-1,0,,,,-17,1,,,,-3,1,,,,0,1,27,30,30,30
803819,58,26/08/2019,14:04:11,Soil,,58,No,,,PPM,,,,2787,121,,,,812,23,,,,4789,20,,,,333,5,,,,6,1,,,,-3,0,,,,-14,0,,,,47,1,,,,33,2,,,,-14,1,,,,-12,1,,,,-4,0,,,,17,1,,,,-1,0,,,,-2,0,,,,8,0,,,,7,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-2,1,,,,0,1,,,,0,2,,,,-26,3,,,,-1,3,,,,23,8,,,,-7,17,,,,-15,34,,,,-56,42,,,,55,91,,,,-12,5,,,,-12,1,,,,-4,0,,,,-1,0,,,,-20,1,,,,-4,1,,,,3,2,28,30,30,30
803819,59,26/08/2019,14:06:00,Soil,,59,No,,,PPM,,,,3179,127,,,,861,23,,,,4273,19,,,,344,5,,,,3,1,,,,-2,0,,,,-13,0,,,,32,1,,,,306,4,,,,-14,1,,,,-11,1,,,,-1,1,,,,32,1,,,,-1,0,,,,-2,0,,,,9,0,,,,6,1,,,,0,1,,,,-1,1,,,,0,0,,,,-1,1,,,,0,1,,,,-2,2,,,,-25,3,,,,-1,3,,,,18,8,,,,0,17,,,,40,34,,,,-106,43,,,,-114,92,,,,-17,5,,,,-12,1,,,,-5,0,,,,-1,0,,,,-18,1,,,,-3,1,,,,-3,1,29,30,30,30
803819,60,26/08/2019,14:07:50,Soil,,60,No,,,PPM,,,,3339,128,,,,839,23,,,,4468,20,,,,211,5,,,,3,1,,,,-2,0,,,,-14,0,,,,33,1,,,,27,2,,,,-13,1,,,,-12,1,,,,-3,0,,,,12,1,,,,-1,0,,,,-2,0,,,,7,0,,,,4,1,,,,0,1,,,,-1,1,,,,-1,0,,,,-2,1,,,,0,1,,,,0,2,,,,-24,3,,,,0,3,,,,17,8,,,,-13,17,,,,-26,34,,,,-48,43,,,,31,92,,,,-17,5,,,,-12,1,,,,-4,0,,,,-2,0,,,,-18,1,,,,-6,1,,,,1,2,30,30,30,30
803819,61,26/08/2019,14:09:43,Soil,,61,No,,,PPM,,,,3109,126,,,,1003,25,,,,4883,21,,,,352,5,,,,5,1,,,,-3,0,,,,-15,0,,,,59,1,,,,31,2,,,,-14,1,,,,-12,1,,,,-4,0,,,,20,1,,,,-1,0,,,,-3,0,,,,10,0,,,,8,1,,,,-2,1,,,,-1,1,,,,0,0,,,,-2,1,,,,-2,1,,,,-3,2,,,,-25,3,,,,-4,3,,,,21,8,,,,-12,17,,,,38,34,,,,-15,42,,,,110,92,,,,-8,6,,,,-12,1,,,,-5,0,,,,-2,0,,,,-18,1,,,,-2,1,,,,-1,1,31,30,30,30
803819,62,26/08/2019,14:11:49,Soil,,62,No,,,PPM,,,,3453,128,,,,833,23,,,,4463,19,,,,200,5,,,,4,1,,,,-2,0,,,,-15,0,,,,56,1,,,,34,2,,,,-15,1,,,,-12,1,,,,-5,0,,,,21,1,,,,-1,0,,,,-2,0,,,,13,0,,,,3,1,,,,-2,1,,,,-1,1,,,,-1,0,,,,-1,1,,,,0,1,,,,-1,2,,,,-25,3,,,,-5,3,,,,35,8,,,,1,17,,,,-10,34,,,,-28,42,,,,139,91,,,,-5,6,,,,-11,1,,,,-5,0,,,,-1,0,,,,-18,1,,,,-5,1,,,,2,2,32,30,30,30
803819,63,26/08/2019,14:15:46,Soil,,63,No,,,PPM,,,,2444,480,,,,1325,75,,,,26746,125,,,,24146,101,,,,2917,16,,,,88,2,,,,55,2,,,,669,4,,,,28293,105,,,,-24,17,,,,35,2,,,,136,3,,,,417,4,,,,120,5,,,,2,1,,,,124,1,,,,234,5,,,,27,3,,,,269,5,,,,16,1,,,,2,2,,,,5,2,,,,51,2,,,,18,4,,,,26,4,,,,529,13,,,,26,23,,,,207,48,,,,-368,63,,,,-459,139,,,,33,12,,,,7,3,,,,10,2,,,,1429,7,,,,1,2,,,,14,3,,,,1,3,33,30,30,30
803819,64,26/08/2019,15:32:58,Soil,,64,No,,,PPM,,,,2927,122,,,,792,23,,,,4464,20,,,,187,5,,,,2,1,,,,-2,0,,,,-14,0,,,,48,1,,,,44,2,,,,-15,1,,,,-12,1,,,,-6,0,,,,17,1,,,,-1,0,,,,-2,0,,,,15,0,,,,4,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-2,1,,,,-1,1,,,,-2,2,,,,-23,3,,,,-9,3,,,,15,8,,,,-19,16,,,,-27,33,,,,-1,42,,,,110,90,,,,-11,5,,,,-12,1,,,,-5,0,,,,-1,0,,,,-16,1,,,,-3,1,,,,-1,1,1,30,30,30
803819,65,26/08/2019,15:35:04,Soil,,65,No,,,PPM,,,,4527,145,,,,1101,26,,,,4596,20,,,,301,5,,,,3,1,,,,-3,0,,,,-13,0,,,,61,1,,,,30,2,,,,-12,1,,,,-12,1,,,,-5,0,,,,30,1,,,,-1,0,,,,-2,0,,,,14,0,,,,4,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,0,1,,,,2,1,,,,-1,2,,,,-25,3,,,,-7,3,,,,18,8,,,,1,17,,,,0,33,,,,7,43,,,,32,91,,,,-5,6,,,,-12,1,,,,-4,0,,,,-2,0,,,,-16,1,,,,-4,1,,,,1,2,2,30,30,30
803819,66,26/08/2019,15:36:53,Soil,,66,No,,,PPM,,,,2659,119,,,,797,23,,,,4550,20,,,,293,5,,,,3,1,,,,-3,0,,,,-14,0,,,,39,1,,,,22,2,,,,-14,1,,,,-14,1,,,,-3,0,,,,20,1,,,,-1,0,,,,-3,0,,,,8,0,,,,7,1,,,,0,1,,,,0,1,,,,0,0,,,,-2,1,,,,-2,1,,,,-3,2,,,,-21,3,,,,-4,3,,,,12,8,,,,-4,17,,,,14,34,,,,-20,43,,,,144,92,,,,-5,6,,,,-11,1,,,,-4,0,,,,-2,0,,,,-20,1,,,,-3,1,,,,0,1,3,30,30,30
803819,67,26/08/2019,15:38:43,Soil,,67,No,,,PPM,,,,2901,124,,,,799,23,,,,4490,20,,,,321,5,,,,2,1,,,,-3,0,,,,-15,0,,,,16,1,,,,17,2,,,,-15,1,,,,-12,1,,,,-2,1,,,,19,1,,,,-1,0,,,,-1,0,,,,8,0,,,,5,1,,,,-2,1,,,,0,1,,,,0,0,,,,-2,1,,,,-1,1,,,,1,2,,,,-21,3,,,,-3,3,,,,13,8,,,,-19,17,,,,15,34,,,,25,44,,,,24,94,,,,-15,6,,,,-11,1,,,,-5,0,,,,-1,0,,,,-19,1,,,,-1,2,,,,1,2,4,30,30,30
803819,68,26/08/2019,15:40:32,Soil,,68,No,,,PPM,,,,2355,112,,,,901,23,,,,3481,17,,,,346,5,,,,4,1,,,,-2,0,,,,-14,0,,,,52,1,,,,20,2,,,,-15,1,,,,-12,1,,,,-4,0,,,,27,1,,,,-1,0,,,,-2,0,,,,8,0,,,,5,1,,,,0,1,,,,0,1,,,,0,0,,,,-4,1,,,,-2,1,,,,1,2,,,,-21,3,,,,-8,3,,,,24,8,,,,-17,16,,,,11,33,,,,-42,42,,,,21,90,,,,-4,6,,,,-11,1,,,,-5,0,,,,-2,0,,,,-16,1,,,,-3,1,,,,0,1,5,30,30,30
803819,69,26/08/2019,15:42:21,Soil,,69,No,,,PPM,,,,3070,124,,,,849,23,,,,4043,19,,,,342,5,,,,1,1,,,,-3,0,,,,-15,0,,,,36,1,,,,24,2,,,,-14,1,,,,-12,1,,,,0,1,,,,26,1,,,,-1,0,,,,-2,0,,,,6,0,,,,3,1,,,,-1,1,,,,-1,1,,,,0,0,,,,-1,1,,,,0,1,,,,-1,2,,,,-22,3,,,,-7,3,,,,15,8,,,,-16,17,,,,26,33,,,,-87,42,,,,153,91,,,,-10,6,,,,-13,1,,,,-4,0,,,,-2,0,,,,-19,1,,,,-1,1,,,,-2,1,6,30,30,30
