Instrument Serial Num,Reading_No,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3
803819,16,23/08/2019,10:50:52,Soil,,16,No,,,PPM,,,,83,149,,,,1232,40,,,,24602,83,,,,2863,19,,,,21,1,,,,3,0,,,,12,1,,,,56,1,,,,133,4,,,,-10,2,,,,-7,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,12,0,,,,33,3,,,,1,2,,,,2,2,,,,2,1,,,,-3,3,,,,4,2,,,,1,3,,,,-27,6,,,,-14,6,,,,99,15,,,,-27,30,,,,40,60,,,,-41,77,,,,-155,166,,,,-6,13,,,,-7,1,,,,-4,1,,,,1,1,,,,-37,2,,,,1,4,,,,-4,4,15,30,30,30
803819,17,23/08/2019,10:53:47,Soil,,17,No,,,PPM,,,,723,173,,,,771,36,,,,24495,85,,,,3553,22,,,,26,1,,,,3,0,,,,11,1,,,,53,1,,,,140,5,,,,-16,2,,,,-9,1,,,,2,1,,,,1,1,,,,-2,0,,,,-2,0,,,,11,0,,,,32,3,,,,1,2,,,,1,2,,,,1,1,,,,2,3,,,,-5,3,,,,-2,3,,,,-30,6,,,,-7,6,,,,119,15,,,,40,31,,,,16,63,,,,-143,80,,,,-257,170,,,,15,15,,,,-8,1,,,,-4,1,,,,2,1,,,,-40,2,,,,-8,4,,,,3,4,16,30,30,30
803819,18,23/08/2019,10:56:39,Soil,,18,No,,,PPM,,,,740,182,,,,683,35,,,,31527,103,,,,3998,24,,,,62,2,,,,9,0,,,,17,1,,,,249,2,,,,203,5,,,,-15,2,,,,-7,1,,,,-4,1,,,,1,1,,,,-2,0,,,,-3,0,,,,14,0,,,,46,4,,,,2,2,,,,-1,2,,,,-1,1,,,,0,3,,,,0,3,,,,-1,3,,,,-12,6,,,,-2,6,,,,127,16,,,,-15,32,,,,77,65,,,,-133,82,,,,31,177,,,,22,16,,,,-9,1,,,,-5,1,,,,2,1,,,,-39,2,,,,-2,4,,,,4,4,17,30,30,30
803819,19,23/08/2019,10:59:17,Soil,,19,No,,,PPM,,,,571,157,,,,828,35,,,,24753,83,,,,2588,19,,,,29,1,,,,3,0,,,,13,1,,,,81,1,,,,214,5,,,,-16,2,,,,-7,1,,,,-2,1,,,,0,1,,,,-2,0,,,,-2,0,,,,10,0,,,,26,3,,,,0,2,,,,1,2,,,,1,1,,,,2,3,,,,-3,2,,,,1,3,,,,-25,6,,,,-6,6,,,,92,14,,,,-85,30,,,,-3,60,,,,-71,76,,,,-162,164,,,,8,14,,,,-8,1,,,,-4,1,,,,1,1,,,,-38,2,,,,-5,3,,,,-4,3,18,30,30,30
803819,20,23/08/2019,11:02:44,Soil,,20,No,,,PPM,,,,226,157,,,,803,35,,,,24562,84,,,,3068,20,,,,60,2,,,,9,0,,,,15,1,,,,180,2,,,,251,6,,,,-16,2,,,,-6,1,,,,-1,1,,,,3,1,,,,-2,0,,,,-3,0,,,,11,0,,,,49,4,,,,-2,2,,,,0,2,,,,0,1,,,,3,3,,,,2,3,,,,-7,3,,,,-25,6,,,,4,6,,,,149,15,,,,-29,31,,,,10,63,,,,-22,80,,,,-63,173,,,,15,15,,,,-9,1,,,,-3,1,,,,2,1,,,,-41,2,,,,2,4,,,,1,4,19,30,30,30
803819,21,23/08/2019,11:09:21,Soil,,21,No,,,PPM,,,,817,187,,,,1405,44,,,,33378,108,,,,4118,24,,,,45,1,,,,6,0,,,,18,1,,,,213,2,,,,279,6,,,,-15,2,,,,-5,1,,,,-3,1,,,,6,1,,,,-2,0,,,,-3,0,,,,25,0,,,,50,4,,,,2,2,,,,3,2,,,,1,1,,,,-1,3,,,,0,3,,,,-4,3,,,,-27,6,,,,-7,6,,,,93,16,,,,-15,32,,,,47,64,,,,-142,81,,,,-218,174,,,,6,15,,,,-10,1,,,,-3,1,,,,2,1,,,,-40,2,,,,-3,4,,,,-1,4,20,30,30,30
803819,22,23/08/2019,11:12:11,Soil,,22,No,,,PPM,,,,274,156,,,,696,33,,,,24767,83,,,,3206,20,,,,33,1,,,,4,0,,,,12,1,,,,54,1,,,,179,5,,,,-14,2,,,,-6,1,,,,-3,1,,,,0,1,,,,-2,0,,,,-3,0,,,,14,0,,,,37,3,,,,1,2,,,,1,2,,,,1,1,,,,2,3,,,,-1,3,,,,-4,3,,,,-28,6,,,,-8,6,,,,109,15,,,,11,31,,,,70,62,,,,-50,78,,,,145,169,,,,-11,14,,,,-9,1,,,,-4,1,,,,3,1,,,,-37,2,,,,-2,4,,,,-6,4,21,30,30,30
803819,23,23/08/2019,11:14:41,Soil,,23,No,,,PPM,,,,205,175,,,,1106,42,,,,38552,124,,,,3306,23,,,,30,1,,,,5,0,,,,9,1,,,,72,1,,,,121,4,,,,-13,2,,,,-7,1,,,,-1,1,,,,0,1,,,,-2,0,,,,-3,0,,,,28,0,,,,32,3,,,,1,2,,,,6,2,,,,0,1,,,,3,3,,,,-2,3,,,,2,3,,,,-23,6,,,,-2,6,,,,122,15,,,,-37,32,,,,-59,63,,,,-83,81,,,,-173,172,,,,-15,14,,,,-7,1,,,,-4,1,,,,2,1,,,,-38,2,,,,-3,4,,,,-3,4,22,30,30,30
803819,24,23/08/2019,11:17:42,Soil,,24,No,,,PPM,,,,816,184,,,,1323,43,,,,37488,119,,,,3543,23,,,,53,2,,,,4,0,,,,13,1,,,,150,2,,,,340,6,,,,-12,2,,,,-5,1,,,,-2,1,,,,0,1,,,,-2,0,,,,-3,0,,,,20,0,,,,50,4,,,,2,2,,,,0,2,,,,0,1,,,,1,3,,,,1,3,,,,0,3,,,,-23,6,,,,-3,6,,,,119,15,,,,-3,31,,,,11,62,,,,-99,79,,,,292,170,,,,-4,14,,,,-11,1,,,,-3,1,,,,2,1,,,,-38,2,,,,2,4,,,,4,4,23,30,30,30
803819,25,23/08/2019,11:20:22,Soil,,25,No,,,PPM,,,,516,164,,,,531,32,,,,26941,89,,,,3304,21,,,,50,1,,,,8,0,,,,13,1,,,,165,2,,,,146,5,,,,-15,2,,,,-8,1,,,,-4,1,,,,1,1,,,,-3,0,,,,-2,0,,,,13,0,,,,45,3,,,,0,2,,,,0,2,,,,2,1,,,,5,3,,,,-1,2,,,,0,3,,,,-34,6,,,,-8,6,,,,114,15,,,,25,31,,,,-27,61,,,,-51,78,,,,203,170,,,,-4,14,,,,-9,1,,,,-3,1,,,,3,1,,,,-40,2,,,,3,4,,,,-2,4,24,30,30,30
803819,26,23/08/2019,11:22:52,Soil,,26,No,,,PPM,,,,300,172,,,,722,36,,,,28841,98,,,,3713,23,,,,31,1,,,,5,0,,,,14,1,,,,56,1,,,,113,4,,,,-13,2,,,,-9,1,,,,1,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,11,0,,,,38,4,,,,-1,2,,,,3,2,,,,-1,1,,,,5,4,,,,-3,3,,,,3,3,,,,-33,6,,,,2,7,,,,156,17,,,,-26,34,,,,-33,68,,,,-114,87,,,,-435,187,,,,30,18,,,,-5,1,,,,-5,1,,,,2,1,,,,-40,2,,,,-2,4,,,,0,5,25,30,30,30
803819,27,23/08/2019,11:25:52,Soil,,27,No,,,PPM,,,,306,145,,,,959,36,,,,18346,67,,,,2471,17,,,,23,1,,,,3,0,,,,12,1,,,,53,1,,,,134,4,,,,-12,2,,,,-8,1,,,,-2,1,,,,-1,1,,,,-2,0,,,,-2,0,,,,13,0,,,,37,3,,,,1,2,,,,1,2,,,,4,1,,,,-2,3,,,,0,3,,,,2,3,,,,-17,6,,,,5,6,,,,133,15,,,,13,31,,,,35,62,,,,-78,78,,,,292,170,,,,13,15,,,,-9,1,,,,-4,1,,,,1,1,,,,-37,2,,,,2,4,,,,0,4,26,30,30,30
803819,28,23/08/2019,11:28:50,Soil,,28,No,,,PPM,,,,242,146,,,,449,30,,,,22433,78,,,,2383,18,,,,50,1,,,,8,0,,,,16,1,,,,71,1,,,,171,5,,,,-15,2,,,,-7,1,,,,-4,1,,,,-2,1,,,,-2,0,,,,-3,0,,,,13,0,,,,29,3,,,,0,2,,,,3,2,,,,0,1,,,,-3,3,,,,-1,3,,,,-3,3,,,,-35,6,,,,-15,6,,,,117,15,,,,-9,31,,,,50,62,,,,-85,79,,,,-1,170,,,,7,15,,,,-10,1,,,,-5,1,,,,2,1,,,,-43,2,,,,-3,4,,,,-3,4,27,30,30,30
803819,29,23/08/2019,11:31:54,Soil,,29,No,,,PPM,,,,430,165,,,,928,37,,,,33091,105,,,,2939,21,,,,48,1,,,,6,0,,,,10,1,,,,47,1,,,,207,5,,,,-15,2,,,,-8,1,,,,-2,1,,,,1,1,,,,-1,0,,,,-3,0,,,,13,0,,,,45,4,,,,1,2,,,,4,2,,,,0,1,,,,-2,3,,,,-5,3,,,,-5,3,,,,-21,6,,,,2,6,,,,129,15,,,,-84,31,,,,68,63,,,,-98,80,,,,-8,171,,,,-1,14,,,,-10,1,,,,-4,1,,,,0,1,,,,-38,2,,,,-1,4,,,,3,4,28,30,30,30
803819,30,23/08/2019,11:35:13,Soil,,30,No,,,PPM,,,,120,155,,,,1531,45,,,,29979,100,,,,2215,19,,,,32,1,,,,4,0,,,,12,1,,,,74,1,,,,187,5,,,,-14,2,,,,-6,1,,,,0,1,,,,2,1,,,,-2,0,,,,-2,0,,,,12,0,,,,38,3,,,,0,2,,,,-1,2,,,,1,1,,,,2,3,,,,-6,3,,,,2,3,,,,-27,6,,,,-10,6,,,,100,16,,,,10,32,,,,-39,65,,,,-306,83,,,,253,178,,,,11,16,,,,-10,1,,,,-4,1,,,,3,1,,,,-39,2,,,,7,4,,,,5,5,29,30,30,30
803819,31,23/08/2019,11:37:49,Soil,,31,No,,,PPM,,,,541,170,,,,900,37,,,,27554,92,,,,3623,22,,,,50,1,,,,6,0,,,,12,1,,,,65,1,,,,234,5,,,,-13,2,,,,-7,1,,,,-1,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,11,0,,,,34,3,,,,3,2,,,,2,2,,,,-1,1,,,,-1,3,,,,-2,2,,,,1,3,,,,-34,6,,,,0,6,,,,107,15,,,,0,30,,,,-42,61,,,,-161,78,,,,-206,167,,,,-13,13,,,,-8,1,,,,-5,1,,,,2,1,,,,-36,2,,,,-2,4,,,,6,4,30,30,30,30
803819,32,23/08/2019,11:40:47,Soil,,32,No,,,PPM,,,,253,148,,,,514,31,,,,22791,78,,,,2511,18,,,,30,1,,,,5,0,,,,13,1,,,,75,1,,,,122,4,,,,-13,2,,,,-7,1,,,,-1,1,,,,-2,1,,,,-2,0,,,,-2,0,,,,14,0,,,,32,3,,,,0,2,,,,-2,2,,,,0,1,,,,-4,3,,,,1,3,,,,-1,3,,,,-14,6,,,,4,6,,,,110,15,,,,46,31,,,,45,62,,,,-62,80,,,,17,170,,,,-6,14,,,,-8,1,,,,-4,1,,,,2,1,,,,-41,2,,,,7,4,,,,1,4,31,30,30,30
803819,33,23/08/2019,11:43:16,Soil,,33,No,,,PPM,,,,603,179,,,,1174,40,,,,29701,97,,,,4544,25,,,,47,1,,,,6,0,,,,12,1,,,,60,1,,,,250,5,,,,-12,2,,,,-8,1,,,,-3,1,,,,0,1,,,,-3,0,,,,-3,0,,,,14,0,,,,69,4,,,,-4,2,,,,2,2,,,,0,1,,,,4,3,,,,0,2,,,,-2,3,,,,-22,6,,,,-9,6,,,,86,15,,,,-30,31,,,,25,63,,,,-206,80,,,,-65,173,,,,25,16,,,,-9,1,,,,-5,1,,,,3,1,,,,-37,2,,,,-3,4,,,,2,4,32,30,30,30
803819,34,23/08/2019,11:45:26,Soil,,34,No,,,PPM,,,,1229,467,,,,1197,75,,,,26178,124,,,,23665,101,,,,3004,17,,,,85,2,,,,59,2,,,,668,5,,,,27534,104,,,,-53,17,,,,33,2,,,,129,3,,,,404,4,,,,126,5,,,,2,1,,,,121,1,,,,226,5,,,,30,3,,,,254,5,,,,17,1,,,,1,2,,,,5,2,,,,53,2,,,,12,4,,,,30,4,,,,528,13,,,,19,24,,,,137,49,,,,-296,64,,,,-290,141,,,,8,11,,,,16,3,,,,9,2,,,,1383,7,,,,1,2,,,,10,3,,,,5,3,33,30,30,30
