Instrument Serial Num,Reading_No,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3
803819,35,23/08/2019,11:47:55,Soil,,35,No,,,PPM,,,,441,182,,,,1350,44,,,,29919,101,,,,4459,25,,,,58,2,,,,9,0,,,,14,1,,,,163,2,,,,249,6,,,,-14,2,,,,-6,1,,,,-5,1,,,,2,1,,,,-2,0,,,,-3,0,,,,20,0,,,,55,4,,,,0,2,,,,2,2,,,,5,1,,,,5,3,,,,-3,3,,,,-5,3,,,,-30,6,,,,-3,6,,,,126,16,,,,-14,31,,,,55,63,,,,40,81,,,,1,174,,,,-1,15,,,,-8,1,,,,-5,1,,,,3,1,,,,-43,2,,,,-8,4,,,,-3,4,34,30,30,30
803819,36,23/08/2019,11:50:13,Soil,,36,No,,,PPM,,,,305,153,,,,748,34,,,,25834,85,,,,2790,19,,,,49,1,,,,5,0,,,,10,1,,,,74,1,,,,286,6,,,,-15,2,,,,-7,1,,,,0,1,,,,1,1,,,,-1,0,,,,-3,0,,,,12,0,,,,26,3,,,,-1,2,,,,1,2,,,,0,1,,,,-2,3,,,,-5,2,,,,-1,3,,,,-21,6,,,,-5,6,,,,126,15,,,,-26,31,,,,-44,62,,,,-129,79,,,,-62,169,,,,-4,14,,,,-6,1,,,,-5,1,,,,1,1,,,,-40,2,,,,-1,4,,,,-6,4,35,30,30,30
803819,37,23/08/2019,11:52:42,Soil,,37,No,,,PPM,,,,288,171,,,,1319,41,,,,22431,76,,,,5470,26,,,,46,1,,,,6,0,,,,7,1,,,,42,1,,,,165,5,,,,-13,2,,,,-6,1,,,,0,1,,,,0,1,,,,-2,0,,,,-2,0,,,,32,0,,,,80,4,,,,-1,2,,,,1,2,,,,2,1,,,,7,3,,,,-3,2,,,,0,3,,,,-32,6,,,,-5,6,,,,113,15,,,,24,31,,,,1,61,,,,15,78,,,,473,168,,,,14,15,,,,-9,1,,,,-5,1,,,,2,1,,,,-38,2,,,,0,4,,,,-7,4,36,30,30,30
803819,38,23/08/2019,11:55:07,Soil,,38,No,,,PPM,,,,663,173,,,,836,37,,,,25357,88,,,,3614,22,,,,21,1,,,,3,0,,,,17,1,,,,78,1,,,,138,5,,,,-13,2,,,,-7,1,,,,1,1,,,,2,1,,,,-2,0,,,,-2,0,,,,21,0,,,,56,4,,,,-1,2,,,,2,2,,,,2,1,,,,-3,3,,,,0,2,,,,1,3,,,,-24,6,,,,-5,6,,,,100,15,,,,-47,31,,,,58,63,,,,27,79,,,,388,171,,,,10,15,,,,-10,1,,,,-3,1,,,,2,1,,,,-37,2,,,,-2,4,,,,0,4,37,30,30,30
803819,39,23/08/2019,11:57:41,Soil,,39,No,,,PPM,,,,876,173,,,,835,35,,,,23653,81,,,,3875,22,,,,40,1,,,,5,0,,,,11,1,,,,72,1,,,,158,5,,,,-15,2,,,,-7,1,,,,-3,1,,,,11,1,,,,-2,0,,,,-2,0,,,,13,0,,,,41,3,,,,-1,2,,,,1,2,,,,0,1,,,,4,3,,,,-4,3,,,,-8,3,,,,-23,6,,,,-10,6,,,,79,15,,,,-15,31,,,,1,63,,,,-229,79,,,,-140,172,,,,-1,14,,,,-7,1,,,,-4,1,,,,2,1,,,,-37,2,,,,2,4,,,,1,4,38,30,30,30
803819,40,23/08/2019,11:59:57,Soil,,40,No,,,PPM,,,,591,162,,,,905,37,,,,28490,94,,,,2584,19,,,,30,1,,,,4,0,,,,9,1,,,,80,1,,,,124,4,,,,-13,2,,,,-8,1,,,,-5,1,,,,1,1,,,,-1,0,,,,-3,0,,,,15,0,,,,48,3,,,,-3,2,,,,0,2,,,,0,1,,,,-2,3,,,,-2,2,,,,-2,3,,,,-19,6,,,,-1,6,,,,122,14,,,,37,30,,,,49,60,,,,14,76,,,,104,164,,,,-13,13,,,,-11,1,,,,-2,1,,,,1,1,,,,-40,2,,,,-3,4,,,,5,4,39,30,30,30
803819,41,23/08/2019,12:02:38,Soil,,41,No,,,PPM,,,,202,141,,,,528,29,,,,18946,66,,,,2862,18,,,,46,1,,,,6,0,,,,9,1,,,,53,1,,,,151,4,,,,-14,2,,,,-9,1,,,,-5,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,11,0,,,,39,3,,,,1,2,,,,3,2,,,,1,1,,,,3,3,,,,-3,2,,,,-8,3,,,,-22,6,,,,-9,6,,,,122,14,,,,-32,29,,,,-28,59,,,,-124,75,,,,115,163,,,,2,13,,,,-9,1,,,,-5,1,,,,2,1,,,,-37,1,,,,-1,4,,,,4,4,40,30,30,30
803819,42,23/08/2019,12:05:11,Soil,,42,No,,,PPM,,,,571,177,,,,1035,41,,,,37264,122,,,,2471,21,,,,36,1,,,,5,0,,,,13,1,,,,74,1,,,,160,5,,,,-14,2,,,,-7,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-2,0,,,,25,0,,,,33,3,,,,-3,2,,,,0,2,,,,0,1,,,,3,3,,,,2,3,,,,-5,3,,,,-21,6,,,,-4,6,,,,114,16,,,,-39,32,,,,-2,63,,,,-181,80,,,,-93,173,,,,13,16,,,,-10,1,,,,-3,1,,,,2,1,,,,-40,2,,,,0,4,,,,-1,4,41,30,30,30
803819,43,23/08/2019,12:07:33,Soil,,43,No,,,PPM,,,,711,189,,,,777,36,,,,17428,66,,,,6152,28,,,,99,2,,,,14,0,,,,21,1,,,,366,2,,,,437,7,,,,-16,2,,,,-3,1,,,,-4,1,,,,2,1,,,,-2,0,,,,-3,0,,,,18,0,,,,66,4,,,,0,2,,,,1,2,,,,2,1,,,,-1,3,,,,-6,3,,,,-2,3,,,,-35,6,,,,-8,6,,,,137,16,,,,-35,33,,,,-109,66,,,,-101,85,,,,-103,181,,,,25,17,,,,-9,1,,,,-4,1,,,,3,1,,,,-43,2,,,,0,4,,,,4,4,42,30,30,30
803819,44,23/08/2019,12:10:18,Soil,,44,No,,,PPM,,,,368,166,,,,1247,41,,,,29070,95,,,,3652,22,,,,51,1,,,,6,0,,,,11,1,,,,43,1,,,,232,5,,,,-11,2,,,,-9,1,,,,-1,1,,,,-1,1,,,,-1,0,,,,-2,0,,,,22,0,,,,62,4,,,,1,2,,,,-3,2,,,,0,1,,,,2,3,,,,-1,2,,,,4,3,,,,-32,6,,,,-16,6,,,,124,15,,,,29,30,,,,82,60,,,,44,76,,,,70,163,,,,4,14,,,,-10,1,,,,-4,1,,,,1,1,,,,-39,2,,,,0,4,,,,4,4,43,30,30,30
803819,45,23/08/2019,12:12:53,Soil,,45,No,,,PPM,,,,71,150,,,,627,32,,,,20443,72,,,,3569,21,,,,38,1,,,,3,0,,,,12,1,,,,107,1,,,,412,6,,,,-14,2,,,,-7,1,,,,-3,1,,,,2,1,,,,-2,0,,,,-3,0,,,,9,0,,,,55,4,,,,-1,2,,,,6,2,,,,-2,1,,,,3,3,,,,-1,2,,,,-5,3,,,,-26,6,,,,-9,6,,,,94,15,,,,32,30,,,,70,61,,,,-48,77,,,,-26,165,,,,4,14,,,,-9,1,,,,-3,1,,,,2,1,,,,-36,1,,,,-3,4,,,,0,4,44,30,30,30
803819,46,23/08/2019,12:15:24,Soil,,46,No,,,PPM,,,,256,158,,,,1325,40,,,,26277,85,,,,3843,22,,,,58,1,,,,7,0,,,,10,1,,,,199,2,,,,168,5,,,,-12,2,,,,-8,1,,,,-5,1,,,,4,1,,,,-2,0,,,,-3,0,,,,13,0,,,,55,4,,,,-1,2,,,,0,2,,,,2,1,,,,5,3,,,,-3,2,,,,2,3,,,,-27,6,,,,-12,6,,,,80,15,,,,-3,30,,,,106,60,,,,30,77,,,,41,166,,,,2,14,,,,-11,1,,,,-3,1,,,,2,1,,,,-39,1,,,,-2,4,,,,3,4,45,30,30,30
803819,47,23/08/2019,12:17:36,Soil,,47,No,,,PPM,,,,936,176,,,,885,36,,,,21358,75,,,,4143,22,,,,61,2,,,,7,0,,,,14,1,,,,57,1,,,,270,6,,,,-14,2,,,,-8,1,,,,-1,1,,,,0,1,,,,-3,0,,,,-2,0,,,,13,0,,,,43,3,,,,2,2,,,,3,2,,,,0,1,,,,0,3,,,,-3,3,,,,1,3,,,,-17,6,,,,-1,6,,,,121,15,,,,-73,31,,,,-50,63,,,,-189,79,,,,64,174,,,,26,16,,,,-8,1,,,,-4,1,,,,2,1,,,,-42,2,,,,0,4,,,,-2,4,46,30,30,30
803819,48,23/08/2019,12:20:13,Soil,,48,No,,,PPM,,,,451,165,,,,900,37,,,,31041,100,,,,3244,21,,,,42,1,,,,5,0,,,,12,1,,,,118,1,,,,198,5,,,,-15,2,,,,-8,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,15,0,,,,50,4,,,,0,2,,,,0,2,,,,0,1,,,,-4,3,,,,-1,2,,,,-4,3,,,,-24,6,,,,-4,6,,,,79,15,,,,-51,31,,,,-51,62,,,,39,78,,,,-56,169,,,,-4,14,,,,-9,1,,,,-4,1,,,,2,1,,,,-40,2,,,,4,4,,,,1,4,47,30,30,30
803819,49,23/08/2019,12:22:32,Soil,,49,No,,,PPM,,,,677,169,,,,1035,39,,,,21630,78,,,,3387,21,,,,42,1,,,,6,0,,,,22,1,,,,205,2,,,,216,6,,,,-17,2,,,,-7,1,,,,-4,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,16,0,,,,39,4,,,,2,2,,,,2,2,,,,1,1,,,,1,3,,,,-5,3,,,,0,3,,,,-28,6,,,,-1,6,,,,124,16,,,,1,32,,,,-102,65,,,,-30,82,,,,364,178,,,,1,16,,,,-10,1,,,,-4,1,,,,3,1,,,,-43,2,,,,-1,4,,,,1,4,48,30,30,30
803819,50,23/08/2019,12:24:54,Soil,,50,No,,,PPM,,,,1007,175,,,,1247,41,,,,31268,100,,,,2987,21,,,,48,1,,,,7,0,,,,13,1,,,,205,2,,,,182,5,,,,-12,2,,,,-8,1,,,,-3,1,,,,11,1,,,,-2,0,,,,-2,0,,,,20,0,,,,62,4,,,,-2,2,,,,1,2,,,,-1,1,,,,0,3,,,,-3,2,,,,-1,3,,,,-26,6,,,,7,6,,,,109,15,,,,-10,30,,,,-11,61,,,,-106,78,,,,3,165,,,,25,15,,,,-11,1,,,,-3,1,,,,2,1,,,,-37,2,,,,4,4,,,,1,4,49,30,30,30
803819,51,23/08/2019,12:27:36,Soil,,51,No,,,PPM,,,,526,172,,,,539,33,,,,22330,80,,,,3750,22,,,,65,2,,,,7,0,,,,21,1,,,,268,2,,,,332,7,,,,-15,2,,,,-4,1,,,,-3,1,,,,-1,1,,,,-3,0,,,,-3,0,,,,14,0,,,,52,4,,,,-1,2,,,,5,2,,,,0,1,,,,1,3,,,,-7,3,,,,-7,3,,,,-24,6,,,,0,6,,,,152,16,,,,26,33,,,,-11,67,,,,-101,86,,,,-77,183,,,,12,16,,,,-10,1,,,,-3,1,,,,3,1,,,,-40,2,,,,-2,4,,,,0,5,50,30,30,30
803819,52,23/08/2019,12:29:48,Soil,,52,No,,,PPM,,,,900,168,,,,656,32,,,,17968,66,,,,3636,21,,,,37,1,,,,5,0,,,,16,1,,,,100,1,,,,173,5,,,,-11,2,,,,-8,1,,,,-1,1,,,,1,1,,,,-2,0,,,,-3,0,,,,9,0,,,,44,4,,,,-1,2,,,,2,2,,,,1,1,,,,3,3,,,,3,3,,,,-1,3,,,,-25,6,,,,-6,6,,,,102,15,,,,-49,31,,,,43,63,,,,-194,80,,,,-59,172,,,,30,16,,,,-11,1,,,,-4,1,,,,2,1,,,,-42,2,,,,4,4,,,,-3,4,51,30,30,30
803819,53,23/08/2019,12:32:09,Soil,,53,No,,,PPM,,,,588,150,,,,824,33,,,,17056,61,,,,3184,18,,,,42,1,,,,6,0,,,,10,1,,,,143,1,,,,215,5,,,,-15,2,,,,-9,1,,,,-3,1,,,,-2,1,,,,-2,0,,,,-3,0,,,,20,0,,,,60,4,,,,1,2,,,,2,2,,,,0,1,,,,0,3,,,,-3,2,,,,-2,3,,,,-21,6,,,,-2,6,,,,119,14,,,,16,29,,,,104,59,,,,-147,75,,,,-161,162,,,,16,14,,,,-9,1,,,,-4,1,,,,2,1,,,,-38,1,,,,-3,3,,,,-1,4,52,30,30,30
803819,54,23/08/2019,12:34:12,Soil,,54,No,,,PPM,,,,653,169,,,,512,31,,,,23910,80,,,,4141,22,,,,67,2,,,,10,0,,,,12,1,,,,123,1,,,,233,5,,,,-12,2,,,,-7,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,9,0,,,,42,3,,,,1,2,,,,1,2,,,,-1,1,,,,1,3,,,,0,2,,,,0,3,,,,-20,6,,,,-4,6,,,,124,15,,,,16,31,,,,4,61,,,,-191,78,,,,-37,169,,,,39,16,,,,-8,1,,,,-4,1,,,,1,1,,,,-35,2,,,,-4,4,,,,7,4,53,30,30,30
803819,55,23/08/2019,12:36:10,Soil,,55,No,,,PPM,,,,1211,459,,,,1286,74,,,,27122,124,,,,24426,101,,,,2931,16,,,,87,2,,,,58,2,,,,673,4,,,,27710,100,,,,9,17,,,,27,2,,,,133,3,,,,415,4,,,,117,5,,,,2,1,,,,121,1,,,,233,5,,,,31,3,,,,268,5,,,,14,1,,,,4,2,,,,7,1,,,,50,2,,,,9,4,,,,26,4,,,,521,13,,,,35,22,,,,163,46,,,,-433,61,,,,-382,134,,,,27,11,,,,7,3,,,,13,2,,,,1400,7,,,,2,2,,,,15,3,,,,-1,3,54,30,30,30
