Instrument Serial Num,Reading_No,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,PConcentration,P_Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3
803819,22,22/08/2019,10:48:56,Soil,,22,No,,,PPM,,,,442,187,,,,1112,42,,,,24949,89,,,,5065,27,,,,46,1,,,,7,0,,,,18,1,,,,48,1,,,,192,5,,,,-12,2,,,,-6,1,,,,0,1,,,,1,1,,,,-2,0,,,,-2,0,,,,11,0,,,,58,4,,,,-1,2,,,,5,2,,,,4,2,,,,-2,4,,,,4,3,,,,-1,4,,,,-18,7,,,,-11,7,,,,167,17,,,,34,35,,,,-1,70,,,,-151,90,,,,42,193,,,,40,19,,,,-9,1,,,,-3,1,,,,2,1,,,,-44,2,,,,1,5,,,,2,5,21,30,30,30
803819,23,22/08/2019,10:50:46,Soil,,23,No,,,PPM,,,,611,173,,,,569,34,,,,25365,90,,,,3016,21,,,,42,1,,,,6,0,,,,24,1,,,,146,2,,,,225,6,,,,-13,2,,,,-4,1,,,,0,1,,,,1,1,,,,-3,0,,,,-3,0,,,,10,0,,,,29,3,,,,-2,2,,,,3,2,,,,-1,1,,,,2,4,,,,-3,3,,,,-1,3,,,,-31,6,,,,-6,7,,,,123,17,,,,-20,34,,,,-41,68,,,,-125,87,,,,-212,186,,,,6,17,,,,-8,1,,,,-4,1,,,,3,1,,,,-44,2,,,,2,5,,,,3,5,22,30,30,30
803819,24,22/08/2019,10:52:37,Soil,,24,No,,,PPM,,,,430,162,,,,632,34,,,,27793,94,,,,2710,20,,,,23,1,,,,4,0,,,,13,1,,,,61,1,,,,90,4,,,,-14,2,,,,-5,1,,,,-2,1,,,,-1,1,,,,-2,0,,,,-2,0,,,,14,0,,,,26,3,,,,5,2,,,,0,2,,,,1,1,,,,2,3,,,,-1,3,,,,5,3,,,,-36,6,,,,7,6,,,,136,16,,,,-20,32,,,,-38,64,,,,-179,83,,,,-156,176,,,,-11,15,,,,-7,1,,,,-3,1,,,,3,1,,,,-42,2,,,,-2,4,,,,5,5,23,30,30,30
803819,25,22/08/2019,10:54:30,Soil,,25,No,,,PPM,,,,495,150,,,,859,36,,,,25699,87,,,,1642,16,,,,22,1,,,,4,0,,,,10,1,,,,48,1,,,,78,4,,,,-11,2,,,,-4,1,,,,-2,1,,,,2,1,,,,-1,0,,,,-3,0,,,,10,0,,,,32,3,,,,1,2,,,,4,2,,,,0,1,,,,-2,3,,,,-2,3,,,,2,3,,,,-36,6,,,,-1,6,,,,120,15,,,,25,31,,,,7,63,,,,-312,80,,,,-18,173,,,,9,15,,,,-9,1,,,,-4,1,,,,1,1,,,,-38,2,,,,-6,4,,,,13,5,24,30,30,30
803819,26,22/08/2019,10:56:23,Soil,,26,No,,,PPM,,,,-32,141,,,,750,33,,,,24154,81,,,,2594,18,,,,48,1,,,,7,0,,,,13,1,,,,95,1,,,,163,5,,,,-14,2,,,,-5,1,,,,1,1,,,,2,1,,,,-2,0,,,,-2,0,,,,12,0,,,,48,4,,,,4,2,,,,0,2,,,,0,1,,,,-4,3,,,,0,3,,,,-1,3,,,,-22,6,,,,5,6,,,,117,15,,,,-65,31,,,,-57,62,,,,-277,78,,,,41,170,,,,34,16,,,,-7,1,,,,-4,1,,,,2,1,,,,-36,2,,,,-4,4,,,,5,4,25,30,30,30
803819,27,22/08/2019,10:58:25,Soil,,27,No,,,PPM,,,,897,175,,,,942,38,,,,27581,92,,,,3306,21,,,,52,1,,,,8,0,,,,14,1,,,,51,1,,,,165,5,,,,-11,2,,,,-6,1,,,,-2,1,,,,1,1,,,,-2,0,,,,-3,0,,,,18,0,,,,46,4,,,,2,2,,,,3,2,,,,2,1,,,,4,3,,,,-1,3,,,,-2,3,,,,-11,6,,,,8,6,,,,161,16,,,,35,31,,,,5,63,,,,-56,82,,,,-435,175,,,,-9,14,,,,-8,1,,,,-3,1,,,,2,1,,,,-40,2,,,,-4,4,,,,6,5,26,30,30,30
803819,28,22/08/2019,11:00:20,Soil,,28,No,,,PPM,,,,785,174,,,,690,34,,,,28604,93,,,,3841,22,,,,42,1,,,,6,0,,,,13,1,,,,89,1,,,,163,5,,,,-11,2,,,,-6,1,,,,-1,1,,,,1,1,,,,-3,0,,,,-2,0,,,,11,0,,,,48,4,,,,-1,2,,,,2,2,,,,1,1,,,,-4,3,,,,3,3,,,,3,3,,,,-20,6,,,,5,6,,,,123,15,,,,10,32,,,,15,63,,,,-184,80,,,,203,174,,,,6,15,,,,-8,1,,,,-4,1,,,,3,1,,,,-37,2,,,,1,4,,,,0,4,27,30,30,30
803819,29,22/08/2019,11:02:12,Soil,,29,No,,,PPM,,,,314,171,,,,1361,44,,,,27712,96,,,,3360,22,,,,66,2,,,,8,0,,,,20,1,,,,212,2,,,,339,7,,,,-12,2,,,,-6,1,,,,0,1,,,,3,1,,,,-2,0,,,,-3,0,,,,16,0,,,,55,4,,,,-2,2,,,,4,2,,,,0,1,,,,9,4,,,,0,3,,,,-7,3,,,,-17,6,,,,-3,6,,,,144,17,,,,-40,33,,,,-60,67,,,,-143,86,,,,-39,186,,,,14,17,,,,-7,1,,,,-3,1,,,,3,1,,,,-43,2,,,,-6,4,,,,2,5,28,30,30,30
803819,30,22/08/2019,11:04:05,Soil,,30,No,,,PPM,,,,574,162,,,,738,34,,,,21824,75,,,,3628,21,,,,57,1,,,,8,0,,,,11,1,,,,95,1,,,,190,5,,,,-15,2,,,,-11,1,,,,-1,1,,,,0,1,,,,-2,0,,,,-2,0,,,,10,0,,,,56,4,,,,-2,2,,,,1,2,,,,0,1,,,,0,3,,,,-3,3,,,,0,3,,,,-30,6,,,,4,6,,,,161,15,,,,16,31,,,,1,63,,,,-364,80,,,,-223,173,,,,18,15,,,,-10,1,,,,-4,1,,,,2,1,,,,-37,2,,,,-3,4,,,,2,4,29,30,30,30
803819,31,22/08/2019,11:05:58,Soil,,31,No,,,PPM,,,,2151,480,,,,1284,75,,,,26365,124,,,,24081,102,,,,3007,17,,,,86,2,,,,63,2,,,,673,5,,,,28132,105,,,,-32,18,,,,31,2,,,,132,3,,,,421,4,,,,116,5,,,,2,1,,,,122,1,,,,239,5,,,,26,3,,,,275,5,,,,18,1,,,,3,2,,,,5,2,,,,53,2,,,,7,4,,,,32,4,,,,530,13,,,,-1,24,,,,90,49,,,,-398,64,,,,-320,141,,,,20,12,,,,12,3,,,,10,2,,,,1420,7,,,,-6,2,,,,10,3,,,,6,3,30,30,30,30
803819,32,22/08/2019,11:07:49,Soil,,32,No,,,PPM,,,,535,162,,,,953,37,,,,24767,84,,,,3123,20,,,,48,1,,,,6,0,,,,16,1,,,,147,2,,,,205,5,,,,-15,2,,,,-5,1,,,,-2,1,,,,1,1,,,,-2,0,,,,-2,0,,,,16,0,,,,61,4,,,,-2,2,,,,1,2,,,,1,1,,,,0,3,,,,-2,3,,,,-3,3,,,,-18,6,,,,-1,6,,,,99,15,,,,-54,31,,,,-54,63,,,,-223,80,,,,95,172,,,,15,15,,,,-8,1,,,,-3,1,,,,2,1,,,,-42,2,,,,1,4,,,,-5,4,31,30,30,30
803819,33,22/08/2019,11:09:41,Soil,,33,No,,,PPM,,,,771,160,,,,656,32,,,,25294,83,,,,2888,19,,,,47,1,,,,6,0,,,,13,1,,,,235,2,,,,254,5,,,,-17,2,,,,-3,1,,,,-3,1,,,,2,1,,,,-3,0,,,,-2,0,,,,16,0,,,,59,4,,,,0,2,,,,2,2,,,,-2,1,,,,-3,3,,,,0,2,,,,0,3,,,,-12,6,,,,0,6,,,,108,15,,,,-34,30,,,,27,61,,,,-82,78,,,,-105,167,,,,-4,14,,,,-10,1,,,,-5,1,,,,3,1,,,,-39,2,,,,-2,4,,,,5,4,32,30,30,30
803819,34,22/08/2019,11:11:33,Soil,,34,No,,,PPM,,,,440,156,,,,1300,40,,,,22590,77,,,,3014,19,,,,59,1,,,,8,0,,,,13,1,,,,124,1,,,,253,5,,,,-14,2,,,,-5,1,,,,-2,1,,,,5,1,,,,-2,0,,,,-3,0,,,,19,0,,,,71,4,,,,-2,2,,,,4,2,,,,2,1,,,,0,3,,,,-1,2,,,,7,3,,,,-15,6,,,,-10,6,,,,120,15,,,,12,31,,,,50,63,,,,24,80,,,,-111,173,,,,8,15,,,,-7,1,,,,-4,1,,,,2,1,,,,-40,2,,,,6,4,,,,-4,4,33,30,30,30
803819,35,22/08/2019,11:13:23,Soil,,35,No,,,PPM,,,,656,161,,,,732,34,,,,25584,85,,,,2957,20,,,,42,1,,,,6,0,,,,14,1,,,,152,2,,,,228,5,,,,-15,2,,,,-6,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-2,0,,,,21,0,,,,52,4,,,,0,2,,,,4,2,,,,-1,1,,,,3,3,,,,-1,2,,,,0,3,,,,-19,6,,,,-3,6,,,,109,15,,,,-75,30,,,,-16,61,,,,-58,78,,,,145,167,,,,16,15,,,,-11,1,,,,-3,1,,,,1,1,,,,-35,2,,,,-4,4,,,,6,4,34,30,30,30
803819,36,22/08/2019,11:15:17,Soil,,36,No,,,PPM,,,,395,156,,,,868,35,,,,22274,77,,,,3202,20,,,,34,1,,,,5,0,,,,13,1,,,,88,1,,,,133,4,,,,-14,2,,,,-7,1,,,,-3,1,,,,0,1,,,,-3,0,,,,-3,0,,,,12,0,,,,32,3,,,,-2,2,,,,-1,2,,,,-1,1,,,,5,3,,,,-4,3,,,,-5,3,,,,-16,6,,,,-10,6,,,,119,15,,,,-54,31,,,,72,61,,,,11,78,,,,141,169,,,,-4,14,,,,-7,1,,,,-3,1,,,,2,1,,,,-41,2,,,,2,4,,,,2,4,35,30,30,30
803819,37,22/08/2019,11:17:07,Soil,,37,No,,,PPM,,,,321,186,,,,1257,44,,,,33031,110,,,,4757,27,,,,51,2,,,,5,0,,,,17,1,,,,74,1,,,,313,6,,,,-11,2,,,,-4,1,,,,-2,1,,,,0,1,,,,-3,0,,,,-3,0,,,,27,0,,,,58,4,,,,-5,2,,,,2,2,,,,3,2,,,,0,3,,,,2,3,,,,-1,3,,,,-28,6,,,,-3,6,,,,147,16,,,,7,33,,,,-117,66,,,,-120,85,,,,157,182,,,,20,17,,,,-10,1,,,,-3,1,,,,3,1,,,,-40,2,,,,3,5,,,,5,5,36,30,30,30
803819,38,22/08/2019,11:18:57,Soil,,38,No,,,PPM,,,,878,170,,,,710,34,,,,21875,78,,,,3143,20,,,,60,2,,,,7,0,,,,16,1,,,,160,2,,,,271,6,,,,-14,2,,,,-6,1,,,,-2,1,,,,-1,1,,,,-2,0,,,,-2,0,,,,14,0,,,,40,3,,,,0,2,,,,4,2,,,,0,1,,,,3,3,,,,-7,3,,,,-2,3,,,,-16,6,,,,-2,6,,,,122,15,,,,-14,31,,,,26,63,,,,22,81,,,,-71,174,,,,19,16,,,,-9,1,,,,-4,1,,,,2,1,,,,-40,2,,,,2,4,,,,3,4,37,30,30,30
803819,39,22/08/2019,11:20:46,Soil,,39,No,,,PPM,,,,1310,182,,,,747,35,,,,26610,90,,,,3065,21,,,,56,2,,,,7,0,,,,14,1,,,,70,1,,,,262,6,,,,-14,2,,,,-8,1,,,,-4,1,,,,0,1,,,,-2,0,,,,-3,0,,,,11,0,,,,37,3,,,,-2,2,,,,7,2,,,,0,1,,,,2,3,,,,-3,3,,,,-4,3,,,,-21,6,,,,-2,6,,,,132,16,,,,-16,32,,,,-40,64,,,,-146,82,,,,-17,177,,,,16,16,,,,-7,1,,,,-4,1,,,,2,1,,,,-39,2,,,,-7,4,,,,4,4,38,30,30,30
803819,40,22/08/2019,11:22:35,Soil,,40,No,,,PPM,,,,283,156,,,,1076,39,,,,21173,77,,,,2553,19,,,,184,3,,,,10,0,,,,17,1,,,,51,1,,,,820,9,,,,-14,3,,,,-4,1,,,,-3,1,,,,6,1,,,,-2,0,,,,-2,0,,,,15,0,,,,56,4,,,,4,2,,,,6,2,,,,0,1,,,,7,3,,,,0,2,,,,-1,3,,,,-25,6,,,,-5,6,,,,149,15,,,,-53,31,,,,-90,62,,,,-152,79,,,,257,171,,,,24,15,,,,-6,1,,,,-4,1,,,,3,1,,,,-39,2,,,,3,4,,,,-4,4,39,30,30,30
803819,41,22/08/2019,11:24:24,Soil,,41,No,,,PPM,,,,591,175,,,,1102,40,,,,23850,84,,,,3869,23,,,,44,1,,,,6,0,,,,15,1,,,,62,1,,,,178,5,,,,-16,2,,,,-7,1,,,,1,1,,,,0,1,,,,-2,0,,,,-2,0,,,,14,0,,,,48,4,,,,-1,2,,,,3,2,,,,1,1,,,,4,3,,,,2,3,,,,2,3,,,,-21,6,,,,-4,6,,,,145,17,,,,34,33,,,,65,67,,,,-140,86,,,,182,185,,,,-2,16,,,,-6,1,,,,-4,1,,,,2,1,,,,-42,2,,,,3,5,,,,-3,4,40,30,30,30
803819,42,22/08/2019,11:26:13,Soil,,42,No,,,PPM,,,,206,158,,,,997,38,,,,23221,81,,,,3499,21,,,,41,1,,,,6,0,,,,9,1,,,,65,1,,,,140,5,,,,-12,2,,,,-7,1,,,,-3,1,,,,-1,1,,,,-2,0,,,,-2,0,,,,10,0,,,,53,4,,,,3,2,,,,2,2,,,,1,1,,,,5,3,,,,2,3,,,,-1,3,,,,-20,6,,,,2,6,,,,146,15,,,,33,32,,,,-58,64,,,,-306,81,,,,49,176,,,,26,16,,,,-9,1,,,,-5,1,,,,1,1,,,,-39,2,,,,3,4,,,,3,4,41,30,30,30
803819,43,22/08/2019,11:28:00,Soil,,43,No,,,PPM,,,,615,174,,,,1076,41,,,,29636,100,,,,3011,21,,,,48,1,,,,7,0,,,,16,1,,,,217,2,,,,248,6,,,,-15,2,,,,-6,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,16,0,,,,49,4,,,,1,2,,,,3,2,,,,1,1,,,,1,3,,,,-2,3,,,,0,3,,,,-8,6,,,,-1,6,,,,98,16,,,,14,33,,,,50,66,,,,-54,84,,,,53,182,,,,-2,16,,,,-6,1,,,,-4,1,,,,3,1,,,,-43,2,,,,-1,4,,,,2,5,42,30,30,30
803819,44,22/08/2019,11:29:49,Soil,,44,No,,,PPM,,,,467,178,,,,979,40,,,,32320,107,,,,3729,24,,,,47,1,,,,7,0,,,,10,1,,,,68,1,,,,123,5,,,,-12,2,,,,-7,1,,,,-3,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,15,0,,,,36,3,,,,-2,2,,,,3,2,,,,1,1,,,,2,3,,,,-2,3,,,,-1,3,,,,-25,6,,,,7,6,,,,130,16,,,,-21,32,,,,80,65,,,,-58,82,,,,298,176,,,,5,16,,,,-9,1,,,,-3,1,,,,2,1,,,,-43,2,,,,-7,4,,,,10,5,43,30,30,30
803819,45,22/08/2019,11:31:37,Soil,,45,No,,,PPM,,,,392,158,,,,875,35,,,,20871,73,,,,3410,20,,,,64,2,,,,7,0,,,,15,1,,,,192,2,,,,301,6,,,,-14,2,,,,-7,1,,,,0,1,,,,4,1,,,,-2,0,,,,-3,0,,,,20,0,,,,59,4,,,,-1,2,,,,3,2,,,,0,1,,,,1,3,,,,4,3,,,,-5,3,,,,-23,6,,,,8,6,,,,132,15,,,,-8,31,,,,55,62,,,,-24,80,,,,-88,173,,,,23,16,,,,-7,1,,,,-5,1,,,,2,1,,,,-39,2,,,,3,4,,,,-2,4,44,30,30,30
803819,46,22/08/2019,11:33:26,Soil,,46,No,,,PPM,,,,691,173,,,,944,38,,,,30046,98,,,,3436,22,,,,63,2,,,,8,0,,,,16,1,,,,309,2,,,,304,6,,,,-14,2,,,,-4,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,15,0,,,,56,4,,,,-2,2,,,,2,2,,,,1,1,,,,4,3,,,,-1,3,,,,0,3,,,,-23,6,,,,-7,6,,,,126,16,,,,-6,32,,,,-67,64,,,,-234,81,,,,-147,176,,,,24,16,,,,-6,1,,,,-4,1,,,,3,1,,,,-39,2,,,,-5,4,,,,2,4,45,30,30,30
803819,47,22/08/2019,11:35:14,Soil,,47,No,,,PPM,,,,692,151,,,,552,30,,,,15922,60,,,,2664,17,,,,32,1,,,,5,0,,,,15,1,,,,66,1,,,,152,5,,,,-12,2,,,,-5,1,,,,-2,1,,,,0,1,,,,-3,0,,,,-3,0,,,,8,0,,,,27,3,,,,0,2,,,,0,2,,,,0,1,,,,1,3,,,,3,2,,,,4,3,,,,-33,6,,,,-1,6,,,,105,15,,,,0,31,,,,17,61,,,,-96,78,,,,117,170,,,,22,15,,,,-9,1,,,,-4,1,,,,3,1,,,,-40,2,,,,0,4,,,,-3,4,46,30,30,30
803819,48,22/08/2019,11:37:07,Soil,,48,No,,,PPM,,,,198,137,,,,779,33,,,,18321,66,,,,2110,16,,,,34,1,,,,4,0,,,,12,1,,,,140,1,,,,194,5,,,,-16,2,,,,-8,1,,,,-4,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,12,0,,,,41,3,,,,-1,2,,,,-2,2,,,,0,1,,,,3,3,,,,0,2,,,,-1,3,,,,-31,6,,,,-13,6,,,,108,15,,,,-46,30,,,,31,61,,,,-44,77,,,,-142,167,,,,5,14,,,,-9,1,,,,-4,1,,,,3,1,,,,-40,2,,,,6,4,,,,-7,4,47,30,30,30
803819,49,22/08/2019,11:38:57,Soil,,49,No,,,PPM,,,,159,153,,,,895,36,,,,33999,106,,,,2571,20,,,,29,1,,,,3,0,,,,8,1,,,,55,1,,,,137,4,,,,-11,2,,,,-9,1,,,,-2,1,,,,-2,1,,,,-2,0,,,,-2,0,,,,23,0,,,,35,3,,,,-3,2,,,,4,2,,,,-1,1,,,,1,3,,,,-3,2,,,,-3,3,,,,-22,6,,,,6,6,,,,127,15,,,,-41,31,,,,73,61,,,,-63,78,,,,17,169,,,,38,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-36,2,,,,-2,4,,,,7,4,48,30,30,30
803819,50,22/08/2019,11:40:47,Soil,,50,No,,,PPM,,,,198,155,,,,946,37,,,,22753,79,,,,3168,20,,,,37,1,,,,6,0,,,,16,1,,,,115,1,,,,160,5,,,,-12,2,,,,-5,1,,,,-2,1,,,,0,1,,,,-3,0,,,,-3,0,,,,18,0,,,,61,4,,,,-2,2,,,,4,2,,,,1,1,,,,-1,3,,,,-5,3,,,,-3,3,,,,-26,6,,,,-13,6,,,,128,15,,,,-24,31,,,,41,62,,,,-57,79,,,,-176,168,,,,31,16,,,,-9,1,,,,-4,1,,,,3,1,,,,-41,2,,,,-6,4,,,,-1,4,49,30,30,30
803819,51,22/08/2019,11:42:36,Soil,,51,No,,,PPM,,,,800,166,,,,1007,38,,,,24119,83,,,,2829,19,,,,38,1,,,,5,0,,,,14,1,,,,235,2,,,,226,5,,,,-13,2,,,,-8,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-2,0,,,,20,0,,,,47,4,,,,-4,2,,,,2,2,,,,2,1,,,,1,3,,,,1,3,,,,-6,3,,,,-43,6,,,,-7,6,,,,105,15,,,,-37,32,,,,7,64,,,,-178,82,,,,-42,176,,,,9,15,,,,-9,1,,,,-4,1,,,,1,1,,,,-38,2,,,,0,4,,,,1,4,50,30,30,30
803819,52,22/08/2019,11:44:25,Soil,,52,No,,,PPM,,,,244,158,,,,1031,39,,,,24364,86,,,,2633,20,,,,41,1,,,,8,0,,,,12,1,,,,76,1,,,,103,4,,,,-9,2,,,,-8,1,,,,-1,1,,,,2,1,,,,-2,0,,,,-2,0,,,,20,0,,,,48,4,,,,4,2,,,,2,2,,,,1,1,,,,3,3,,,,1,3,,,,-3,3,,,,-26,6,,,,-8,6,,,,151,16,,,,38,32,,,,91,64,,,,-183,83,,,,-142,178,,,,12,16,,,,-9,1,,,,-4,1,,,,2,1,,,,-38,2,,,,-4,4,,,,2,4,51,30,30,30
803819,53,22/08/2019,11:46:13,Soil,,53,No,,,PPM,,,,718,167,,,,895,37,,,,23903,83,,,,2881,20,,,,53,1,,,,6,0,,,,16,1,,,,99,1,,,,291,6,,,,-15,2,,,,-6,1,,,,-1,1,,,,1,1,,,,-3,0,,,,-3,0,,,,9,0,,,,40,4,,,,-2,2,,,,3,2,,,,0,1,,,,2,3,,,,-4,3,,,,2,3,,,,-28,6,,,,4,6,,,,118,16,,,,-36,33,,,,-118,65,,,,-53,83,,,,295,179,,,,80,19,,,,-7,1,,,,-4,1,,,,4,1,,,,-43,2,,,,-5,4,,,,0,4,52,30,30,30
803819,54,22/08/2019,11:48:03,Soil,,54,No,,,PPM,,,,337,156,,,,1150,39,,,,23642,80,,,,3166,20,,,,58,2,,,,9,0,,,,17,1,,,,154,2,,,,254,6,,,,-15,2,,,,-2,1,,,,-4,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,14,0,,,,84,4,,,,-3,2,,,,3,2,,,,-1,1,,,,-1,3,,,,0,3,,,,-1,3,,,,-15,6,,,,-4,6,,,,115,15,,,,-40,31,,,,104,63,,,,-50,79,,,,72,172,,,,46,16,,,,-7,1,,,,-4,1,,,,2,1,,,,-42,2,,,,0,4,,,,4,4,53,30,30,30
803819,55,22/08/2019,11:49:53,Soil,,55,No,,,PPM,,,,278,149,,,,904,36,,,,26294,88,,,,2026,17,,,,37,1,,,,4,0,,,,13,1,,,,76,1,,,,190,5,,,,-15,2,,,,-5,1,,,,-4,1,,,,-2,1,,,,-2,0,,,,-3,0,,,,16,0,,,,30,3,,,,-1,2,,,,3,2,,,,0,1,,,,0,3,,,,0,3,,,,0,3,,,,-21,6,,,,4,6,,,,125,15,,,,-26,32,,,,16,64,,,,-162,81,,,,-286,174,,,,-11,14,,,,-7,1,,,,-4,1,,,,2,1,,,,-42,2,,,,1,4,,,,1,4,54,30,30,30
803819,56,22/08/2019,11:51:41,Soil,,56,No,,,PPM,,,,75,130,,,,570,29,,,,17114,61,,,,2112,16,,,,47,1,,,,5,0,,,,15,1,,,,224,2,,,,313,6,,,,-14,2,,,,-5,1,,,,-4,1,,,,-1,1,,,,-3,0,,,,-3,0,,,,18,0,,,,38,3,,,,0,2,,,,2,2,,,,-1,1,,,,3,3,,,,1,2,,,,1,3,,,,-22,6,,,,1,6,,,,93,14,,,,12,29,,,,140,59,,,,-169,75,,,,-117,161,,,,27,14,,,,-10,1,,,,-4,1,,,,3,1,,,,-37,1,,,,0,4,,,,0,4,55,30,30,30
803819,57,22/08/2019,11:53:36,Soil,,57,No,,,PPM,,,,208,140,,,,645,31,,,,25484,83,,,,2001,17,,,,45,1,,,,5,0,,,,9,1,,,,132,1,,,,240,5,,,,-15,2,,,,-6,1,,,,-4,1,,,,2,1,,,,-3,0,,,,-3,0,,,,14,0,,,,42,3,,,,-1,2,,,,4,2,,,,0,1,,,,0,3,,,,0,2,,,,-6,3,,,,-26,6,,,,-3,6,,,,115,15,,,,-1,31,,,,-79,61,,,,-41,78,,,,-115,168,,,,10,14,,,,-8,1,,,,-4,1,,,,3,1,,,,-40,1,,,,-5,4,,,,-3,4,56,30,30,30
803819,58,22/08/2019,11:55:22,Soil,,58,No,,,PPM,,,,903,170,,,,985,38,,,,21673,77,,,,3017,20,,,,36,1,,,,5,0,,,,14,1,,,,124,1,,,,147,5,,,,-13,2,,,,-8,1,,,,-3,1,,,,0,1,,,,-2,0,,,,-3,0,,,,13,0,,,,45,4,,,,1,2,,,,-3,2,,,,0,1,,,,0,3,,,,-2,3,,,,1,3,,,,-32,6,,,,-16,6,,,,141,16,,,,-11,32,,,,-65,65,,,,-102,83,,,,35,178,,,,12,16,,,,-10,1,,,,-4,1,,,,2,1,,,,-41,2,,,,4,4,,,,5,5,57,30,30,30
803819,59,22/08/2019,11:57:09,Soil,,59,No,,,PPM,,,,417,154,,,,1020,38,,,,24659,85,,,,2290,18,,,,28,1,,,,4,0,,,,11,1,,,,48,1,,,,82,4,,,,-15,2,,,,-9,1,,,,-1,1,,,,0,1,,,,-2,0,,,,-3,0,,,,13,0,,,,43,3,,,,-1,2,,,,-1,2,,,,2,1,,,,5,3,,,,-4,2,,,,-3,3,,,,-31,6,,,,-4,6,,,,102,15,,,,-26,32,,,,35,63,,,,-99,80,,,,149,174,,,,19,15,,,,-8,1,,,,-4,1,,,,2,1,,,,-36,2,,,,11,4,,,,0,4,58,30,30,30
803819,60,22/08/2019,11:58:57,Soil,,60,No,,,PPM,,,,344,163,,,,697,34,,,,19854,72,,,,3933,22,,,,35,1,,,,5,0,,,,12,1,,,,60,1,,,,121,4,,,,-15,2,,,,-7,1,,,,-2,1,,,,1,1,,,,-2,0,,,,-2,0,,,,10,0,,,,36,3,,,,2,2,,,,4,2,,,,0,1,,,,2,3,,,,-1,3,,,,-1,3,,,,-27,6,,,,-7,6,,,,143,16,,,,-42,32,,,,-88,64,,,,-222,81,,,,288,174,,,,11,15,,,,-7,1,,,,-3,1,,,,2,1,,,,-41,2,,,,-3,4,,,,-2,4,59,30,30,30
