TRUNC_ID,GENPRINT,SCANNING_CODE,STEM_ID,SUBSAMPLE_ID,SUBSAMPLE,Remarks,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s,SITE,YEAR,RUN,RANGE,PAP,BLOCK,RUNPAIR,SET,GENOTYPE,TRIAL,GEN,yield,biomass,sample_weight,grain_g,harvest_index
0108GN,1646,Aug 27-40,ST50PKT0WCSW,ST50GEN0108GN,Grain,NA,2576,769,4067,280,3,-3,-16,28,12,-16,-12,-1,18,-1,-2,4,4,0,0,-1,0,-3,-3,-25,-4,19,-5,16,-22,-138,-7,-12,-4,-1,-19,-4,1,117,22,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,1,York,2018,65,7,30 kg P,1,33,BT 4-Way MAGIC,CAV4081646,York_2018,CAV4081646,4.476893453,11.85,233.44,78.9,0.337988348
0108GZ,1175,Aug 27-41,ST50PKT0WCT1,ST50GEN0108GZ,Grain,NA,2969,798,4137,303,1,-2,-14,31,29,-15,-12,-3,16,-1,-2,10,6,-1,-1,0,-3,-2,-2,-24,-2,8,-12,30,-19,-25,-13,-13,-5,-2,-17,-3,1,123,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,2,York,2018,65,2,30 kg P,1,33,BT 4-Way MAGIC,CAV4081175,York_2018,CAV4081175,4.67611336,14.34,223.61,76.1,0.340324672
0108QL,1165,Aug 27-42,ST50PKT0WCYH,ST50GEN0108QL,Grain,NA,2743,849,4281,250,4,-3,-14,49,16,-13,-12,-2,20,-1,-2,9,6,-1,0,0,-1,-2,0,-30,-4,29,19,19,-63,202,-4,-12,-4,-2,-18,-3,-2,119,23,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,1,York,2018,55,4,0 kg P,1,28,BT 4-Way MAGIC,CAV4081165,York_2018,CAV4081165,2.601214575,8.91,170.27,65.4,0.384095848
0108GS,496,Aug 27-43,ST50PKT0WCSY,ST50GEN0108GS,Grain,NA,2402,726,3786,245,4,-3,-15,23,22,-14,-12,-2,10,-1,-2,6,2,-1,-1,-1,-2,-1,0,-32,-6,32,-28,41,-76,29,-13,-12,-4,-2,-18,-5,-2,114,22,18,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1,York,2018,65,5,30 kg P,1,33,BT 4-Way MAGIC,CAV4080496,York_2018,CAV4080496,4.226190476,13.45,253.06,92.1,0.363945309
0108Z0,1160,Aug 27-44,ST50PKT0WD17,ST50GEN0108Z0,Grain,NA,4365,870,4501,267,3,-3,-16,27,17,-15,-12,0,23,-1,-2,5,3,0,0,-1,-2,-3,-2,-25,-2,23,-23,35,-54,31,-14,-11,-5,-2,-18,-5,2,143,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,2,York,2018,45,9,30 kg P,1,23,BT 4-Way MAGIC,CAV4081160,York_2018,CAV4081160,4.30198973,11.85,130.53,48.8,0.373860415
01079D,258,Aug 27-45,ST50PKT0WC0H,ST50GEN01079D,Grain,NA,3241,898,4840,326,2,-3,-14,33,37,-13,-13,0,23,-1,-2,8,4,-1,0,0,-1,-1,0,-24,-6,27,13,26,20,18,-1,-12,-5,-2,-19,-5,1,128,24,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,2,York,2018,112,5,30 kg P,2,56,BT 4-Way MAGIC,CAV4080258,York_2018,CAV4080258,3.21585213,14.09,192.84,67.3,0.348993985
0108YF,1233,Aug 27-46,ST50PKT0WD0W,ST50GEN0108YF,Grain,NA,3342,814,4580,218,1,-3,-14,32,26,-12,-12,-1,12,-1,-2,6,1,-2,0,1,-2,-2,-2,-28,1,14,-2,19,-109,81,-7,-12,-5,-1,-18,-3,1,127,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,46,6,0 kg P,1,23,BT 4-Way MAGIC,CAV4081233,York_2018,CAV4081233,2.100449294,8.79,220.81,79.7,0.360943798
0108WM,1232,Aug 27-47,ST50PKT0WCZV,ST50GEN0108WM,Grain,NA,4211,981,5984,331,2,-3,-15,55,33,-13,-12,-5,23,-1,-2,13,7,-2,-1,-1,0,-2,0,-23,3,19,1,-40,-137,40,-4,-13,-5,-2,-15,-5,-1,140,24,23,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,48,10,0 kg P,1,24,BT 4-Way MAGIC,CAV4081232,York_2018,CAV4081232,3.710526316,11.24,193.81,82.9,0.427738507
01092T,253,Aug 27-48,ST50PKT0WD9H,ST50GEN01092T,Grain,NA,3574,734,4089,255,4,-3,-14,37,21,-13,-11,-4,14,-1,-2,3,2,-1,-1,0,-2,-3,0,-26,-2,24,-24,-34,-30,-28,-4,-11,-5,-1,-18,-3,0,131,22,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,34,7,30 kg P,1,17,BT 4-Way MAGIC,CAV4080253,York_2018,CAV4080253,4.231386393,15.35,238.55,86.8,0.363865018
010987,1449,Aug 27-49,ST50PKT0WDBS,ST50GEN010987,Grain,NA,3718,976,5307,253,3,-3,-14,45,36,-15,-13,-1,29,-1,-2,13,5,0,-1,-1,-1,-3,-4,-29,-7,11,-34,16,71,32,-4,-12,-4,-2,-17,0,0,134,24,22,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,91,6,1,0,0,1,1,2,York,2018,31,9,0 kg P,1,16,BT 4-Way MAGIC,CAV4081449,York_2018,CAV4081449,2.581835687,9.08,199.42,81.5,0.408685187
0108NN,532,Aug 27-50,ST50PKT0WCR9,ST50GEN0108NN,Grain,NA,2997,886,4048,234,1,-3,-15,33,27,-15,-11,-3,16,-1,-2,8,2,-1,-1,0,-2,-1,-3,-25,-8,22,-12,80,6,201,0,-13,-5,-1,-19,-3,2,122,23,18,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2,York,2018,61,12,0 kg P,1,31,BT 4-Way MAGIC,CAV4080532,York_2018,CAV4080532,3.662828947,13.36,232.72,89.3,0.383722929
0109J9,1658,Aug 27-60,ST50PKT0WD9V,ST50GEN0109J9,Grain,NA,2861,1082,4257,395,6,-2,-15,63,23,-13,-12,-2,35,-1,-2,7,7,-1,-2,0,-2,1,-2,-23,-3,22,8,-40,-44,90,0,-13,-4,-2,-18,-3,0,121,25,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,33,10,0 kg P,1,17,BT 4-Way MAGIC,CAV4081658,York_2018,CAV4081658,1.243421053,6.03,78.01,24.4,0.312780413
0109SW,1228,Aug 27-65,ST50PKT0WDLV,ST50GEN0109SW,Grain,NA,1785,1110,3352,253,3,-2,-13,36,23,-15,-12,-2,30,-1,-2,5,6,-1,-1,0,-2,0,-3,-21,-3,17,-8,-13,-23,138,-1,-13,-5,-2,-18,-5,-2,105,26,17,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,94,6,1,0,0,1,1,1,York,2018,10,3,0 kg P,1,5,BT 4-Way MAGIC,CAV4081228,York_2018,CAV4081228,0.977214377,5.1,63.89,22.1,0.345907028
0109K0,417,Aug 27-66,ST50PKT0WDB8,ST50GEN0109K0,Grain,NA,3496,962,5041,285,6,-2,-14,58,29,-13,-13,-5,18,-1,-2,6,6,-1,-1,0,0,0,1,-22,3,5,2,-39,-89,-50,-14,-12,-5,-2,-17,-5,-2,130,24,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,3,3,8,16,33,41,90,5,1,0,0,1,1,1,York,2018,32,11,30 kg P,1,16,BT 4-Way MAGIC,CAV4080417,York_2018,CAV4080417,3.907252888,13.02,292.63,109.9,0.37555958
01092P,828,Aug 27-67,ST50PKT0WD9F,ST50GEN01092P,Grain,NA,4199,987,5099,320,4,-3,-14,71,42,-15,-12,-6,24,-1,-2,9,6,-1,-1,0,0,-1,-1,-25,-4,9,-3,-26,-71,44,4,-12,-4,-2,-13,-4,-3,139,24,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,32,41,88,6,1,0,0,1,1,1,York,2018,34,9,30 kg P,1,17,BT 4-Way MAGIC,CAV4080828,York_2018,CAV4080828,3.644094994,13.46,270.45,79.1,0.292475504
0108YW,1133,Aug 27-68,ST50PKT0WD15,ST50GEN0108YW,Grain,NA,3880,1037,5013,259,3,-2,-14,68,49,-13,-12,-6,47,-1,-2,9,4,0,-1,-1,-2,-4,-2,-25,-1,15,6,-1,-25,153,-8,-13,-5,-2,-20,-5,3,138,25,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,2,York,2018,45,11,30 kg P,1,23,BT 4-Way MAGIC,CAV4081133,York_2018,CAV4081133,4.768934531,13.83,199.89,64.5,0.322677473
0108G2,427,Aug 27-69,ST50PKT0WCSJ,ST50GEN0108G2,Grain,NA,3286,806,4805,335,4,-2,-14,39,25,-13,-12,2,20,-1,-2,7,5,1,-1,-1,-2,1,0,-22,-6,6,-22,5,-3,65,4,-12,-4,-2,-18,-3,1,128,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2,York,2018,66,4,0 kg P,1,33,BT 4-Way MAGIC,CAV4080427,York_2018,CAV4080427,3.900134953,11.72,186.55,77.4,0.414902171
0108YT,190,Aug 27-70,ST50PKT0WD14,ST50GEN0108YT,Grain,NA,6576,1120,7263,409,1,-3,-14,44,39,-14,-12,-5,45,-1,-2,13,5,-1,0,-1,-1,-2,-2,-31,-6,17,-7,-4,9,70,-4,-13,-5,-2,-16,-5,0,170,26,26,6,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,45,12,30 kg P,1,23,BT 4-Way MAGIC,CAV4080190,York_2018,CAV4080190,4.460526316,12.68,351.64,109.5,0.311398021
0109JW,1018,Aug 27-71,ST50PKT0WDB4,ST50GEN0109JW,Grain,NA,2850,937,4952,389,4,-3,-15,58,26,-14,-11,-1,31,-1,-2,9,7,-1,-1,-1,0,0,0,-28,-4,4,-22,7,-70,37,-13,-11,-5,-2,-19,-3,-2,123,24,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,33,1,0 kg P,1,17,BT 4-Way MAGIC,CAV4081018,York_2018,CAV4081018,2.338815789,6.92,158.29,72.3,0.456756586
01092H,1442,Aug 27-72,ST50PKT0WD7Q,ST50GEN01092H,Grain,NA,2652,783,4444,261,3,-3,-13,39,20,-15,-11,-6,12,-1,-2,7,8,-1,0,0,-1,-1,-3,-19,-1,29,-14,-12,-72,81,-6,-12,-4,-2,-17,-4,-1,117,22,19,5,1,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,34,12,30 kg P,1,17,BT 4-Way MAGIC,CAV4081442,York_2018,CAV4081442,3.828947368,11.93,207.36,93.7,0.451871142
0109W0,1259,Aug 27-73,ST50PKT0WDL7,ST50GEN0109W0,Grain,NA,2961,826,4524,377,1,-3,-14,49,20,-13,-11,-4,22,-1,-2,8,7,-1,-1,0,-2,-1,0,-31,-6,0,-3,74,-41,40,-3,-11,-5,-1,-19,-3,-2,124,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,90,6,1,0,0,1,1,1,York,2018,11,8,0 kg P,1,6,BT 4-Way MAGIC,CAV4081259,York_2018,CAV4081259,3.007271468,10.6,191.43,79.4,0.414773024
0109SM,949,Aug 27-74,ST50PKT0WDLQ,ST50GEN0109SM,Grain,NA,5059,1199,5368,355,1,-2,-13,44,39,-15,-12,-3,38,-1,-2,10,7,0,-1,0,-1,-3,-4,-24,-2,10,-9,13,-25,70,-3,-13,-4,-1,-18,-2,-1,154,27,22,6,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,3,3,8,18,35,45,96,6,1,0,0,1,2,2,York,2018,10,7,0 kg P,1,5,BT 4-Way MAGIC,CAV4080949,York_2018,CAV4080949,2.604300385,13.79,187.87,43.9,0.23367222
0108FS,434,Aug 27-75,ST50PKT0WCSD,ST50GEN0108FS,Straw,NA,403,1094,31536,3580,34,5,9,50,155,-14,-9,-1,0,-1,-2,15,49,-1,-3,1,-1,-5,-2,-13,12,129,-25,71,-124,-240,22,-10,-3,1,-38,-7,-1,171,40,103,23,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,81,174,16,1,1,1,2,4,4,York,2018,66,8,0 kg P,1,33,BT 4-Way MAGIC,CAV4080434,York_2018,CAV4080434,2.969182825,11.65,175.08,54.3,0.310143934
0109RX,544,Aug 27-76,ST50PKT0WDL9,ST50GEN0109RX,Grain,NA,2538,904,4203,267,2,-3,-14,27,21,-14,-12,-3,18,-1,-3,5,6,-1,0,0,1,-3,1,-28,-6,14,-46,16,-32,-31,-14,-11,-5,-2,-19,-3,-2,117,24,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1,York,2018,11,6,0 kg P,1,6,BT 4-Way MAGIC,CAV4080544,York_2018,CAV4080544,1.708921694,8.24,120.33,45.4,0.37729577
0108WR,1265,Aug 27-77,ST50PKT0WCZX,ST50GEN0108WR,Grain,NA,3108,816,4971,315,5,-2,-14,52,29,-13,-13,-1,22,-1,-2,8,6,-1,0,-1,0,-2,-2,-25,-7,23,-44,30,-44,41,-11,-13,-4,-2,-19,-2,0,127,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,2,York,2018,48,8,0 kg P,1,24,BT 4-Way MAGIC,CAV4081265,York_2018,CAV4081265,2.944944598,10.78,200.55,72.8,0.363001745
01077V,1172,Aug 27-79,ST50PKT0WC4F,ST50GEN01077V,Grain,NA,3431,753,4598,302,3,-3,-14,23,13,-14,-11,-3,12,-1,-2,7,3,0,-1,0,0,-2,-2,-26,-7,4,-13,-1,4,41,1,-12,-4,-2,-18,-4,-2,129,22,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,90,6,1,0,0,1,1,1,York,2018,114,5,30 kg P,2,57,BT 4-Way MAGIC,CAV4081172,York_2018,CAV4081172,3.737468672,10.44,163.02,52.2,0.32020611
0108QS,813,Aug 27-80,ST50PKT0WCYL,ST50GEN0108QS,Grain,NA,2901,859,4493,285,2,-3,-14,23,26,-13,-12,-1,22,-1,-2,4,4,0,0,-1,-2,-1,1,-23,-4,10,-22,-8,-73,-67,1,-13,-5,-2,-19,-2,1,122,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2,York,2018,55,1,0 kg P,1,28,BT 4-Way MAGIC,CAV4080813,York_2018,CAV4080813,3.902960526,11.07,199.05,78.7,0.395378046
0108N8,1443,Aug 27-81,ST50PKT0WCR1,ST50GEN0108N8,Grain,NA,2979,891,3864,295,4,-2,-13,35,29,-13,-12,0,15,-1,-2,10,4,-1,-1,0,0,-2,0,-29,-4,15,17,36,-40,191,-7,-13,-5,-2,-17,-4,-3,123,23,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,62,6,30 kg P,1,31,BT 4-Way MAGIC,CAV4081443,York_2018,CAV4081443,4.244223363,14.51,310.83,93,0.299198919
0108YH,462,Aug 27-82,ST50PKT0WD0X,ST50GEN0108YH,Grain,NA,2804,857,4198,296,2,-3,-15,35,30,-14,-11,-1,24,-1,-2,7,7,0,-1,-1,0,-1,-1,-28,-2,4,-29,-15,-68,-37,-3,-12,-5,-1,-19,-2,-1,120,23,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,46,5,0 kg P,1,23,BT 4-Way MAGIC,CAV4080462,York_2018,CAV4080462,2.363721805,10.4,174.2,67.4,0.386911596
0108YP,738,Aug 27-83,ST50PKT0WD10,ST50GEN0108YP,Grain,NA,3214,897,4166,236,1,-3,-14,25,22,-13,-12,-2,20,-1,-2,9,4,-1,-2,0,-1,0,-3,-28,-4,19,-34,-14,-105,2,-6,-12,-5,-1,-19,-2,2,126,24,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,2,York,2018,46,2,0 kg P,1,23,BT 4-Way MAGIC,CAV4080738,York_2018,CAV4080738,3.051619433,12.66,231.84,94.2,0.4063147
0108Z8,462,Aug 27-84,ST50PKT0WD2Z,ST50GEN0108Z8,Grain,NA,4294,995,5412,306,4,-2,-14,58,42,-14,-11,-4,18,-1,-2,10,7,-2,0,0,0,0,-2,-28,-4,8,4,50,-58,95,-5,-13,-4,-1,-17,-2,-2,141,25,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,45,5,30 kg P,1,23,BT 4-Way MAGIC,CAV4080462,York_2018,CAV4080462,4.035087719,13.99,200.38,72.2,0.360315401
0108G0,496,Aug 27-85,ST50PKT0WCSH,ST50GEN0108G0,Grain,NA,3239,861,4567,249,3,-3,-14,26,33,-13,-10,1,25,-1,-2,7,4,-1,0,-1,-1,-3,0,-22,-10,18,-22,22,-79,94,0,-12,-4,-1,-18,-5,-1,127,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,66,5,0 kg P,1,33,BT 4-Way MAGIC,CAV4080496,York_2018,CAV4080496,3.582393484,12.2,189.89,71.1,0.3744273
01079B,747,Aug 27-86,ST50PKT0WC0G,ST50GEN01079B,Grain,NA,3608,707,4613,304,1,-3,-15,28,26,-14,-12,-4,15,-1,-2,6,4,-1,-1,0,1,0,-2,-28,-11,4,-34,9,-103,-55,-6,-11,-5,-2,-19,-3,-3,132,22,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,112,6,30 kg P,2,56,BT 4-Way MAGIC,CAV4080747,York_2018,CAV4080747,2.854621309,8.43,224.57,91.3,0.406554749
010792,349,Aug 27-87,ST50PKT0WC0B,ST50GEN010792,Grain,NA,4134,884,4283,260,2,-3,-14,39,28,-14,-12,-3,20,-1,-2,9,3,0,0,0,-2,1,-1,-25,-2,11,2,19,-33,13,3,-10,-5,-2,-18,-4,0,139,24,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,2,York,2018,112,10,30 kg P,2,56,BT 4-Way MAGIC,CAV4080349,York_2018,CAV4080349,2.646381579,13.76,296.95,90.5,0.304765112
01079J,1548,Aug 27-88,ST50PKT0WC0K,ST50GEN01079J,Grain,NA,2580,725,4154,274,3,-3,-14,29,24,-16,-12,-2,11,-1,-2,6,1,0,-1,-1,-2,-1,1,-27,0,16,-19,-37,15,122,1,-12,-4,-2,-17,-5,0,115,21,19,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,32,42,89,6,1,0,0,1,1,1,York,2018,112,3,30 kg P,2,56,BT 4-Way MAGIC,CAV4081548,York_2018,CAV4081548,3.778883184,13.77,291.9,120.1,0.411442275
0108NX,1247,Aug 27-89,ST50PKT0WCRF,ST50GEN0108NX,Grain,NA,3252,754,4563,286,4,-2,-13,22,21,-13,-13,0,23,-1,-2,5,2,-1,-1,0,-1,-1,-2,-16,-2,8,-13,28,19,223,-6,-12,-5,-2,-17,-1,-1,127,22,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,61,8,0 kg P,1,31,BT 4-Way MAGIC,CAV4081247,York_2018,CAV4081247,2.815096953,9.95,105.19,44.4,0.422093355
01078T,737,Aug 27-90,ST50PKT0WC04,ST50GEN01078T,Grain,NA,3376,931,4486,338,4,-3,-15,36,23,-14,-12,-1,24,-1,-2,9,4,-1,-1,0,0,-2,-2,-27,-3,22,-25,-10,-112,34,-14,-11,-5,-2,-17,-2,-2,129,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1,York,2018,113,2,0 kg P,2,57,BT 4-Way MAGIC,CAV4080737,York_2018,CAV4080737,2.940283401,11.77,178.39,58.9,0.330175458
0109K2,886,Aug 27-91,ST50PKT0WDB9,ST50GEN0109K2,Grain,NA,3279,946,4736,234,3,-2,-14,45,20,-14,-12,-6,10,-1,-2,7,4,-1,0,-1,0,-3,-1,-30,-3,4,-14,-71,-16,-67,-16,-11,-5,-1,-18,-2,-2,126,24,20,5,1,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,89,5,1,0,0,1,1,1,York,2018,32,10,30 kg P,1,16,BT 4-Way MAGIC,CAV4080886,York_2018,CAV4080886,3.980263158,14.65,221.69,74.3,0.335152691
0108WH,1148,Aug 27-92,ST50PKT0WCZS,ST50GEN0108WH,Grain,NA,4417,947,5162,263,4,-3,-14,38,36,-15,-12,-6,19,-1,-2,5,5,0,0,0,-2,0,-2,-28,-3,18,-35,9,-34,231,-6,-12,-4,-1,-17,-5,4,142,24,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,2,York,2018,48,12,0 kg P,1,24,BT 4-Way MAGIC,CAV4081148,York_2018,CAV4081148,3.758223684,NA,257.08,101.9,0.396374669
0108WT,1212,Aug 27-93,ST50PKT0WCZY,ST50GEN0108WT,Grain,NA,3022,757,4420,304,4,-2,-14,48,17,-13,-11,-2,24,-1,-2,8,6,0,0,-1,0,-1,-2,-29,-4,15,-16,2,-71,-8,1,-11,-5,-2,-20,-3,-1,124,22,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,48,7,0 kg P,1,24,BT 4-Way MAGIC,CAV4081212,York_2018,CAV4081212,2.734274711,10.22,190.2,68.1,0.358044164
0108XG,1229,Aug 27-94,ST50PKT0WD0B,ST50GEN0108XG,Grain,NA,3304,872,4497,331,4,-2,-14,45,32,-13,-12,-5,16,-1,-3,7,6,-1,-1,-2,0,-3,-3,-23,2,19,-35,8,-69,21,-8,-12,-5,-1,-19,0,0,129,24,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,6,1,0,0,1,1,1,York,2018,47,9,30 kg P,1,24,BT 4-Way MAGIC,CAV4081229,York_2018,CAV4081229,3.54139923,7.85,157.1,63.2,0.402291534
0108Y9,1051,Aug 27-95,ST50PKT0WD0T,ST50GEN0108Y9,Grain,NA,3068,933,4702,249,4,-3,-13,53,23,-15,-11,-4,22,-1,-2,9,7,0,0,-1,-1,-2,-1,-25,-2,13,-27,-20,-54,8,-12,-13,-4,-1,-20,-2,-1,125,24,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,1,York,2018,46,8,0 kg P,1,23,BT 4-Way MAGIC,CAV4081051,York_2018,CAV4081051,2.57098338,9.33,200.04,80.1,0.400419916
0108MW,532,Aug 27-96,ST50PKT0WCQV,ST50GEN0108MW,Grain,NA,4296,828,5612,310,2,-2,-15,44,26,-15,-12,-5,17,-1,-2,6,6,0,-1,0,-2,0,-2,-20,-2,27,-18,26,-71,277,-5,-12,-5,-2,-18,-4,-2,141,23,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1,York,2018,62,12,30 kg P,1,31,BT 4-Way MAGIC,CAV4080532,York_2018,CAV4080532,4.519736842,13.36,395.3,140.9,0.356438148
010981,683,Aug 27-97,ST50PKT0WDBP,ST50GEN010981,Grain,NA,2831,800,4846,335,4,-3,-13,61,14,-15,-12,-3,19,-1,-2,8,6,-1,-1,-1,0,-3,-1,-26,-8,16,-18,-11,40,292,-5,-12,-5,-2,-18,-1,-2,120,22,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,6,1,0,0,1,1,1,York,2018,31,12,0 kg P,1,16,BT 4-Way MAGIC,CAV4080683,York_2018,CAV4080683,2.065789474,7.88,154.79,59.7,0.38568383
0109KB,1163,Aug 27-99,ST50PKT0WDBF,ST50GEN0109KB,Grain,NA,2922,824,4415,299,7,-3,-14,41,25,-14,-12,-6,13,-1,-2,10,4,0,1,0,-2,0,-3,-23,-1,43,4,26,4,141,-5,-12,-4,-1,-17,-4,-3,120,22,19,5,1,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,32,6,30 kg P,1,16,BT 4-Way MAGIC,CAV4081163,York_2018,CAV4081163,3.955391528,12.75,258.99,100.1,0.386501409
