STEM_ID,SITE,YEAR,RUN,RANGE,PAP,BLOCK,RUNPAIR,SET,GENOTYPE,TRIAL,GEN,yield,biomass,sample_weight,grain_g,harvest_index
ST50PKT0WCSC,York,2018,66,9,0 kg P,1,33,BT 4-Way MAGIC,CAV4081201,York_2018,CAV4081201,3.000641849,11.59,233.67,93.6,0.400564899
ST50PKT0WCSB,York,2018,66,10,0 kg P,1,33,BT 4-Way MAGIC,CAV4081217,York_2018,CAV4081217,1.998355263,9.55,219.91,84.7,0.385157564
ST50PKT0WCS9,York,2018,66,11,0 kg P,1,33,BT 4-Way MAGIC,CAV4081260,York_2018,CAV4081260,2.931643132,8.94,214.13,85,0.396955121
ST50PKT0WCWH,York,2018,66,12,0 kg P,1,33,BT 4-Way MAGIC,CAV4080464,York_2018,CAV4080464,2.246710526,9.92,233.22,88.9,0.381185147
ST50PKT0WCLY,York,2018,75,1,30 kg P,2,38,BT 4-Way MAGIC,CAV4080177,York_2018,CAV4080177,3.743421053,13.76,176.5,50.5,0.28611898
ST50PKT0WCLX,York,2018,75,2,30 kg P,2,38,BT 4-Way MAGIC,CAV4080857,York_2018,CAV4080857,4.741902834,12.42,260.75,93.2,0.357430489
ST50PKT0WCLV,York,2018,75,4,30 kg P,2,38,BT 4-Way MAGIC,CAV4081194,York_2018,CAV4081194,5.337381916,15.09,323.21,113.5,0.351164877
ST50PKT0WCLS,York,2018,75,6,30 kg P,2,38,BT 4-Way MAGIC,CAV4080430,York_2018,CAV4080430,4.725609756,12.54,334.7,102.2,0.305348073
ST50PKT0WCLQ,York,2018,75,8,30 kg P,2,38,Maringa_Spica,M76-116,York_2018,M76-116,4.575831025,15.35,257.7,62,0.240589833
ST50PKT0WCLP,York,2018,75,9,30 kg P,2,38,BT 4-Way MAGIC,CAV4081223,York_2018,CAV4081223,5.757381258,13.64,380.17,120.7,0.317489544
ST50PKT0WCLN,York,2018,75,10,30 kg P,2,38,BT 4-Way MAGIC,CAV4081158,York_2018,CAV4081158,5.490131579,15.95,258.16,77.8,0.301363496
ST50PKT0WCD2,York,2018,93,12,0 kg P,2,47,BT 4-Way MAGIC,CAV4080976,York_2018,CAV4080976,2.881578947,12.43,180.49,50.3,0.2786858
ST50PKT0WCCY,York,2018,94,2,30 kg P,2,47,BT 4-Way MAGIC,CAV4081217,York_2018,CAV4081217,4.43488529,13,218.88,72.5,0.331231725
ST50PKT0WCCR,York,2018,94,8,30 kg P,2,47,BT 4-Way MAGIC,CAV4080718,York_2018,CAV4080718,3.917936288,13.63,283.09,77,0.271998304
ST50PKT0WC0Y,York,2018,111,5,0 kg P,2,56,BT 4-Way MAGIC,CAV4080258,York_2018,CAV4080258,2.039473684,8.4,103.19,36,0.348871015
ST50PKT0WC0Q,York,2018,111,12,0 kg P,2,56,BT 4-Way MAGIC,CAV4081051,York_2018,CAV4081051,2.465460526,9.94,170.53,58.4,0.342461737
ST50PKT0WC0M,York,2018,112,1,30 kg P,2,56,BT 4-Way MAGIC,CAV4080139,York_2018,CAV4080139,4.919407895,13.07,316.62,130.4,0.411850167
ST50PKT0WC0L,York,2018,112,2,30 kg P,2,56,BT 4-Way MAGIC,CAV4081610,York_2018,CAV4081610,4.261133603,14.33,325.15,119.3,0.366907581
ST50PKT0WC0K,York,2018,112,3,30 kg P,2,56,BT 4-Way MAGIC,CAV4081548,York_2018,CAV4081548,3.778883184,13.77,291.9,120.1,0.411442275
ST50PKT0WC0H,York,2018,112,5,30 kg P,2,56,BT 4-Way MAGIC,CAV4080258,York_2018,CAV4080258,3.21585213,14.09,192.84,67.3,0.348993985
ST50PKT0WC0G,York,2018,112,6,30 kg P,2,56,BT 4-Way MAGIC,CAV4080747,York_2018,CAV4080747,2.854621309,8.43,224.57,91.3,0.406554749
ST50PKT0WC0F,York,2018,112,7,30 kg P,2,56,BT 4-Way MAGIC,CAV4081495,York_2018,CAV4081495,3.03915276,12.79,197,60,0.304568528
ST50PKT0WC0D,York,2018,112,8,30 kg P,2,56,BT 4-Way MAGIC,CAV4080437,York_2018,CAV4080437,2.998614958,10.61,192.12,71.9,0.374245263
ST50PKT0WC0C,York,2018,112,9,30 kg P,2,56,Maringa_Spica,M75-28,York_2018,M75-28,2.533697047,15.61,170.63,29.1,0.170544453
ST50PKT0WC0B,York,2018,112,10,30 kg P,2,56,BT 4-Way MAGIC,CAV4080349,York_2018,CAV4080349,2.646381579,13.76,296.95,90.5,0.304765112
ST50PKT0WC08,York,2018,112,12,30 kg P,2,56,BT 4-Way MAGIC,CAV4081051,York_2018,CAV4081051,3.059210526,11.1,293.99,86.5,0.294227695
ST50PKT0WC05,York,2018,113,1,0 kg P,2,57,BT 4-Way MAGIC,CAV4080118,York_2018,CAV4080118,3.690789474,11.43,96.39,32.3,0.335097002
ST50PKT0WC04,York,2018,113,2,0 kg P,2,57,BT 4-Way MAGIC,CAV4080737,York_2018,CAV4080737,2.940283401,11.77,178.39,58.9,0.330175458
ST50PKT0WC03,York,2018,113,3,0 kg P,2,57,Maringa_Spica,M76-79,York_2018,M76-79,2.506418485,13.25,182.37,52,0.285134616
ST50PKT0WC4V,York,2018,113,6,0 kg P,2,57,BT 4-Way MAGIC,CAV4081445,York_2018,CAV4081445,2.017008986,8.28,102,41.5,0.406862745
ST50PKT0WC4S,York,2018,113,8,0 kg P,2,57,BT 4-Way MAGIC,CAV4081192,York_2018,CAV4081192,2.373614958,8.18,133.25,54.6,0.409756098
ST50PKT0WC4R,York,2018,113,9,0 kg P,2,57,BT 4-Way MAGIC,CAV4081301,York_2018,CAV4081301,1.816431322,7,96.84,38.2,0.394465097
ST50PKT0WC4P,York,2018,113,11,0 kg P,2,57,BT 4-Way MAGIC,CAV4081379,York_2018,CAV4081379,2.812901155,9.73,116.11,42.1,0.362587202
ST50PKT0WC4N,York,2018,113,12,0 kg P,2,57,BT 4-Way MAGIC,CAV4080742,York_2018,CAV4080742,2.225328947,9.81,148.78,47.4,0.318591208
ST50PKT0WC4K,York,2018,114,1,30 kg P,2,57,BT 4-Way MAGIC,CAV4080118,York_2018,CAV4080118,4.332236842,12.32,254.47,80.1,0.314771879
ST50PKT0WC4J,York,2018,114,2,30 kg P,2,57,BT 4-Way MAGIC,CAV4080737,York_2018,CAV4080737,3.201754386,12.34,254.52,67.6,0.265597988
ST50PKT0WC4H,York,2018,114,3,30 kg P,2,57,Maringa_Spica,M76-79,York_2018,M76-79,3.674582798,15.63,304.08,91.2,0.299921073
ST50PKT0WC4G,York,2018,114,4,30 kg P,2,57,BT 4-Way MAGIC,CAV4080806,York_2018,CAV4080806,4.331983806,13.84,213.61,75.4,0.352979729
ST50PKT0WC4F,York,2018,114,5,30 kg P,2,57,BT 4-Way MAGIC,CAV4081172,York_2018,CAV4081172,3.737468672,10.44,163.02,52.2,0.32020611
ST50PKT0WC4D,York,2018,114,6,30 kg P,2,57,BT 4-Way MAGIC,CAV4081445,York_2018,CAV4081445,3.778883184,11.09,239.5,84.2,0.351565762
ST50PKT0WC4C,York,2018,114,7,30 kg P,2,57,BT 4-Way MAGIC,CAV4080789,York_2018,CAV4080789,2.922015404,11.28,142.03,50.9,0.358374991
ST50PKT0WC4B,York,2018,114,8,30 kg P,2,57,BT 4-Way MAGIC,CAV4081192,York_2018,CAV4081192,2.712950139,9.99,158.43,58.7,0.370510636
ST50PKT0WC49,York,2018,114,9,30 kg P,2,57,BT 4-Way MAGIC,CAV4081301,York_2018,CAV4081301,3.551026958,9.85,195.6,67.6,0.345603272
ST50PKT0WC48,York,2018,114,10,30 kg P,2,57,BT 4-Way MAGIC,CAV4081148,York_2018,CAV4081148,2.495065789,9.6,164.34,51.4,0.312766216
ST50PKT0WC47,York,2018,114,11,30 kg P,2,57,BT 4-Way MAGIC,CAV4081379,York_2018,CAV4081379,3.711489089,10.79,282.06,86.6,0.307026874
ST50PKT0WC46,York,2018,114,12,30 kg P,2,57,BT 4-Way MAGIC,CAV4080742,York_2018,CAV4080742,3.116776316,10.15,209.18,78.2,0.373840711
